partner_pk,delivery_partner_id,age,partner_rating,vehicle_type
12199,HYDRES20DEL02,38,3.8,scooter 
12200,PUNERES13DEL02,39,4.7,scooter 
12201,MUMRES18DEL01,36,4.8,scooter 
12202,PUNERES20DEL02,29,4.6,motorcycle 
12203,SURRES09DEL02,39,4.7,motorcycle 
12204,CHENRES15DEL02,23,4.6,motorcycle 
12205,CHENRES12DEL01,20,4.9,scooter 
12206,VADRES02DEL02,24,5.0,motorcycle 
12207,MUMRES13DEL02,34,5.0,motorcycle 
12208,BANGRES03DEL03,34,4.8,scooter 
12209,INDORES11DEL02,33,4.7,motorcycle 
12210,JAPRES11DEL03,33,5.0,motorcycle 
12211,JAPRES05DEL03,26,4.9,electric_scooter 
12212,RANCHIRES11DEL03,28,4.7,scooter 
12213,MYSRES11DEL03,37,4.7,motorcycle 
12214,RANCHIRES20DEL02,31,4.0,scooter 
12215,MUMRES08DEL01,27,4.6,motorcycle 
12216,MYSRES11DEL02,20,4.6,scooter 
12217,HYDRES11DEL02,35,4.7,electric_scooter 
12218,CHENRES11DEL01,26,4.8,motorcycle 
12219,SURRES18DEL03,20,4.6,motorcycle 
12220,COIMBRES06DEL02,28,4.7,scooter 
12221,CHENRES02DEL03,37,5.0,motorcycle 
12222,INDORES15DEL01,38,4.9,scooter 
12223,BANGRES09DEL01,35,4.9,motorcycle 
12224,CHENRES08DEL03,34,4.6,motorcycle 
12225,KOLRES12DEL01,34,4.2,scooter 
12226,RANCHIRES04DEL02,33,4.3,motorcycle 
12227,GOARES12DEL02,27,5.0,scooter 
12228,MUMRES06DEL01,27,4.5,motorcycle 
12229,VADRES18DEL02,32,4.6,electric_scooter 
12230,PUNERES01DEL02,38,4.6,motorcycle 
12231,JAPRES18DEL03,38,4.6,scooter 
12232,BANGRES010DEL01,32,4.6,motorcycle 
12233,COIMBRES01DEL02,23,4.8,motorcycle 
12234,BANGRES07DEL01,22,4.7,scooter 
12235,COIMBRES19DEL02,35,4.6,motorcycle 
12236,MUMRES010DEL03,20,4.8,motorcycle 
12237,AURGRES07DEL01,36,4.0,electric_scooter 
12238,COIMBRES13DEL02,31,4.8,motorcycle 
12239,SURRES17DEL03,29,4.7,motorcycle 
12240,BANGRES04DEL02,32,4.7,scooter 
12241,DEHRES12DEL02,29,5.0,scooter 
12242,MYSRES14DEL01,35,4.8,electric_scooter 
12243,HYDRES18DEL01,29,4.6,electric_scooter 
12244,BANGRES12DEL02,28,4.7,scooter 
12245,HYDRES17DEL02,20,4.8,motorcycle 
12246,BHPRES12DEL01,36,4.1,motorcycle 
12247,LUDHRES18DEL03,24,5.0,motorcycle 
12248,JAPRES20DEL01,27,4.7,scooter 
12249,AGRRES12DEL03,38,3.5,motorcycle 
12250,JAPRES14DEL03,32,4.6,motorcycle 
12251,AGRRES17DEL03,35,4.0,scooter 
12252,VADRES20DEL03,22,4.2,motorcycle 
12253,PUNERES06DEL01,25,4.9,motorcycle 
12254,RANCHIRES16DEL02,31,4.7,motorcycle 
12255,MYSRES16DEL01,24,4.9,scooter 
12256,VADRES15DEL02,27,4.6,scooter 
12257,HYDRES010DEL02,38,4.7,motorcycle 
12258,HYDRES20DEL03,29,4.6,motorcycle 
12259,PUNERES13DEL01,29,4.9,scooter 
12260,BANGRES09DEL01,25,4.0,motorcycle 
12261,BANGRES12DEL03,22,4.8,motorcycle 
12262,SURRES06DEL01,29,4.6,electric_scooter 
12263,RANCHIRES04DEL02,36,4.5,motorcycle 
12264,CHENRES19DEL02,24,4.6,motorcycle 
12265,MYSRES05DEL03,24,4.9,scooter 
12266,COIMBRES16DEL01,29,4.6,bicycle 
12267,CHENRES15DEL01,26,4.7,scooter 
12268,ALHRES09DEL03,20,4.6,motorcycle 
12269,MYSRES17DEL03,38,4.8,electric_scooter 
12270,COIMBRES010DEL03,29,4.8,scooter 
12271,INDORES06DEL01,31,4.6,motorcycle 
12272,INDORES09DEL01,22,4.9,motorcycle 
12273,CHENRES19DEL01,31,4.7,scooter 
12274,MUMRES14DEL02,38,5.0,motorcycle 
12275,MYSRES17DEL02,24,4.3,motorcycle 
12276,AGRRES14DEL03,39,4.7,electric_scooter 
12277,DEHRES08DEL01,22,4.8,motorcycle 
12278,COIMBRES03DEL01,28,4.6,electric_scooter 
12279,CHENRES15DEL03,21,4.8,motorcycle 
12280,PUNERES04DEL03,20,4.8,scooter 
12281,PUNERES11DEL01,34,4.4,scooter 
12282,VADRES09DEL01,21,4.7,motorcycle 
12283,MUMRES12DEL02,28,4.9,motorcycle 
12284,MYSRES01DEL02,23,5.0,motorcycle 
12285,COIMBRES11DEL01,38,4.6,scooter 
12286,DEHRES11DEL02,35,4.9,motorcycle 
12287,BHPRES05DEL03,23,4.5,scooter 
12288,VADRES06DEL02,30,4.7,scooter 
12289,PUNERES19DEL03,31,5.0,motorcycle 
12290,MUMRES02DEL02,34,4.3,motorcycle 
12291,MUMRES12DEL03,37,4.9,motorcycle 
12292,HYDRES02DEL01,31,3.8,scooter 
12293,CHENRES01DEL01,28,4.5,motorcycle 
12294,AGRRES01DEL03,28,4.6,scooter 
12295,COIMBRES16DEL03,31,4.7,scooter 
12296,AGRRES14DEL03,36,4.7,electric_scooter 
12297,PUNERES03DEL01,20,4.7,scooter 
12298,CHENRES07DEL01,28,4.5,motorcycle 
12299,MUMRES02DEL01,21,4.9,motorcycle 
12300,INDORES08DEL02,27,4.8,motorcycle 
12301,AGRRES01DEL03,29,4.6,electric_scooter 
12302,MUMRES17DEL03,21,4.6,scooter 
12303,RANCHIRES07DEL01,23,4.3,scooter 
12304,JAPRES03DEL03,24,5.0,motorcycle 
12305,MYSRES03DEL02,31,4.4,electric_scooter 
12306,CHENRES18DEL01,20,4.5,scooter 
12307,LUDHRES20DEL01,31,4.8,motorcycle 
12308,MYSRES18DEL02,29,4.3,motorcycle 
12309,VADRES04DEL02,35,3.7,motorcycle 
12310,VADRES20DEL03,24,4.8,motorcycle 
12311,VADRES18DEL03,29,4.6,motorcycle 
12312,BANGRES08DEL01,35,4.5,scooter 
12313,HYDRES09DEL03,38,3.6,motorcycle 
12314,HYDRES08DEL02,33,5.0,motorcycle 
12315,ALHRES13DEL03,22,4.8,scooter 
12316,SURRES08DEL02,36,4.8,scooter 
12317,RANCHIRES01DEL03,39,4.9,scooter 
12318,COIMBRES12DEL02,33,4.3,scooter 
12319,SURRES19DEL03,23,4.7,motorcycle 
12320,INDORES09DEL02,37,4.8,motorcycle 
12321,RANCHIRES15DEL01,30,4.9,motorcycle 
12322,COIMBRES02DEL01,27,4.6,motorcycle 
12323,MUMRES20DEL01,33,3.4,motorcycle 
12324,INDORES17DEL03,36,5.0,scooter 
12325,RANCHIRES01DEL02,27,4.9,motorcycle 
12326,RANCHIRES08DEL02,35,4.7,motorcycle 
12327,BANGRES04DEL03,33,4.0,scooter 
12328,MYSRES08DEL02,26,4.7,motorcycle 
12329,COIMBRES01DEL01,39,3.8,scooter 
12330,VADRES08DEL01,38,4.8,motorcycle 
12331,CHENRES11DEL01,27,2.5,scooter 
12332,SURRES06DEL02,28,4.5,scooter 
12333,RANCHIRES11DEL03,36,4.2,motorcycle 
12334,SURRES04DEL01,35,4.9,scooter 
12335,HYDRES05DEL02,22,4.7,electric_scooter 
12336,AGRRES13DEL01,21,4.8,motorcycle 
12337,MUMRES16DEL01,28,4.6,motorcycle 
12338,VADRES18DEL01,31,4.3,motorcycle 
12339,COIMBRES03DEL02,32,4.9,scooter 
12340,ALHRES03DEL03,24,4.6,electric_scooter 
12341,VADRES14DEL02,34,4.6,scooter 
12342,HYDRES06DEL01,26,5.0,motorcycle 
12343,HYDRES14DEL01,37,4.9,motorcycle 
12344,INDORES18DEL03,30,4.5,motorcycle 
12345,RANCHIRES11DEL03,39,4.4,motorcycle 
12346,VADRES18DEL01,35,4.7,motorcycle 
12347,VADRES18DEL02,34,4.8,motorcycle 
12348,INDORES01DEL02,25,5.0,scooter 
12349,BANGRES20DEL01,35,4.3,scooter 
12350,ALHRES16DEL01,29,4.6,motorcycle 
12351,MUMRES20DEL01,26,4.7,motorcycle 
12352,DEHRES01DEL01,31,4.4,motorcycle 
12353,INDORES08DEL01,37,4.4,scooter 
12354,INDORES06DEL02,22,4.6,motorcycle 
12355,MYSRES01DEL03,28,4.7,motorcycle 
12356,BANGRES15DEL03,39,4.8,motorcycle 
12357,PUNERES09DEL01,35,4.8,electric_scooter 
12358,JAPRES16DEL01,36,4.6,scooter 
12359,PUNERES15DEL02,29,4.6,scooter 
12360,PUNERES12DEL02,22,4.5,motorcycle 
12361,BANGRES02DEL02,30,4.8,scooter 
12362,VADRES19DEL02,28,4.6,motorcycle 
12363,SURRES03DEL03,24,4.9,motorcycle 
12364,MYSRES09DEL01,30,5.0,motorcycle 
12365,MUMRES12DEL02,39,4.8,motorcycle 
12366,COIMBRES13DEL01,39,4.7,motorcycle 
12367,MYSRES09DEL02,32,4.8,motorcycle 
12368,PUNERES02DEL03,34,5.0,motorcycle 
12369,INDORES03DEL02,36,3.5,motorcycle 
12370,VADRES01DEL02,20,4.6,scooter 
12371,AURGRES20DEL01,33,4.6,motorcycle 
12372,AURGRES02DEL01,28,4.5,scooter 
12373,HYDRES15DEL01,37,4.7,motorcycle 
12374,MUMRES17DEL03,33,4.7,scooter 
12375,HYDRES13DEL01,35,4.6,scooter 
12376,INDORES010DEL02,33,4.8,motorcycle 
12377,ALHRES07DEL03,38,4.7,motorcycle 
12378,KOLRES04DEL02,33,4.5,motorcycle 
12379,JAPRES13DEL02,28,4.4,motorcycle 
12380,RANCHIRES07DEL02,22,4.6,scooter 
12381,RANCHIRES15DEL03,28,4.9,scooter 
12382,AURGRES12DEL02,31,4.8,motorcycle 
12383,RANCHIRES20DEL01,39,4.1,motorcycle 
12384,JAPRES09DEL02,34,4.6,motorcycle 
12385,GOARES01DEL02,24,4.7,scooter 
12386,HYDRES010DEL03,31,4.4,motorcycle 
12387,GOARES08DEL02,26,4.8,scooter 
12388,CHENRES07DEL02,34,4.9,scooter 
12389,HYDRES11DEL02,38,4.5,electric_scooter 
12390,MYSRES06DEL01,34,4.8,electric_scooter 
12391,ALHRES17DEL01,28,4.5,motorcycle 
12392,INDORES12DEL02,39,4.9,motorcycle 
12393,BANGRES010DEL01,23,5.0,scooter 
12394,DEHRES20DEL01,25,4.8,motorcycle 
12395,MUMRES01DEL01,37,5.0,motorcycle 
12396,SURRES01DEL02,24,4.7,scooter 
12397,BANGRES01DEL01,27,4.3,motorcycle 
12398,RANCHIRES04DEL01,26,4.7,motorcycle 
12399,INDORES20DEL01,20,4.9,scooter 
12400,PUNERES18DEL02,29,4.9,scooter 
12401,GOARES13DEL02,38,4.6,motorcycle 
12402,MYSRES13DEL03,28,4.6,scooter 
12403,BANGRES13DEL02,27,4.4,motorcycle 
12404,MYSRES04DEL02,35,4.8,scooter 
12405,KNPRES16DEL03,33,4.0,scooter 
12406,PUNERES04DEL03,37,4.9,motorcycle 
12407,COIMBRES13DEL02,29,4.8,motorcycle 
12408,HYDRES010DEL01,30,3.7,scooter 
12409,GOARES01DEL01,29,4.6,motorcycle 
12410,SURRES07DEL01,29,4.9,electric_scooter 
12411,MYSRES04DEL02,34,5.0,motorcycle 
12412,ALHRES03DEL02,24,4.7,motorcycle 
12413,JAPRES20DEL01,36,4.6,motorcycle 
12414,CHENRES01DEL01,28,4.6,scooter 
12415,INDORES13DEL02,22,4.7,motorcycle 
12416,SURRES11DEL01,29,4.8,motorcycle 
12417,SURRES03DEL03,25,4.6,scooter 
12418,PUNERES14DEL02,38,4.6,motorcycle 
12419,RANCHIRES17DEL03,35,4.8,electric_scooter 
12420,AGRRES09DEL03,27,4.6,motorcycle 
12421,MYSRES15DEL03,30,5.0,motorcycle 
12422,LUDHRES02DEL03,31,4.4,motorcycle 
12423,JAPRES20DEL01,27,4.9,scooter 
12424,HYDRES01DEL02,36,4.9,motorcycle 
12425,RANCHIRES18DEL01,36,4.8,scooter 
12426,MYSRES04DEL01,26,4.9,electric_scooter 
12427,CHENRES04DEL02,33,4.3,motorcycle 
12428,INDORES04DEL03,29,4.6,motorcycle 
12429,COIMBRES03DEL02,36,4.2,motorcycle 
12430,RANCHIRES05DEL02,23,5.0,motorcycle 
12431,PUNERES14DEL01,30,4.8,motorcycle 
12432,MUMRES07DEL02,29,4.7,scooter 
12433,PUNERES06DEL03,23,4.5,motorcycle 
12434,KOLRES09DEL02,39,4.4,scooter 
12435,HYDRES05DEL01,26,4.6,scooter 
12436,INDORES08DEL03,28,5.0,motorcycle 
12437,COIMBRES010DEL02,30,4.9,scooter 
12438,JAPRES17DEL01,28,4.0,motorcycle 
12439,CHENRES14DEL02,24,4.6,scooter 
12440,MUMRES19DEL03,37,4.4,motorcycle 
12441,RANCHIRES18DEL01,22,4.4,scooter 
12442,RANCHIRES07DEL02,37,4.2,motorcycle 
12443,RANCHIRES07DEL02,20,4.8,motorcycle 
12444,INDORES17DEL03,22,5.0,motorcycle 
12445,JAPRES11DEL03,31,5.0,scooter 
12446,SURRES14DEL03,38,4.9,scooter 
12447,JAPRES16DEL03,35,5.0,scooter 
12448,INDORES12DEL03,22,5.0,scooter 
12449,INDORES01DEL03,38,4.6,electric_scooter 
12450,INDORES13DEL01,30,4.8,electric_scooter 
12451,MUMRES19DEL02,26,4.4,motorcycle 
12452,PUNERES17DEL01,23,5.0,scooter 
12453,CHENRES15DEL01,37,4.4,motorcycle 
12454,MUMRES09DEL03,20,4.6,scooter 
12455,HYDRES01DEL03,29,3.8,motorcycle 
12456,PUNERES19DEL01,35,5.0,scooter 
12457,COIMBRES16DEL02,38,4.4,motorcycle 
12458,RANCHIRES02DEL03,26,4.9,motorcycle 
12459,JAPRES09DEL03,32,4.5,scooter 
12460,HYDRES20DEL02,22,4.9,motorcycle 
12461,JAPRES09DEL02,29,4.8,scooter 
12462,BANGRES12DEL02,33,4.9,scooter 
12463,AGRRES02DEL02,21,4.8,motorcycle 
12464,SURRES19DEL02,21,4.6,scooter 
12465,MUMRES19DEL01,26,4.2,motorcycle 
12466,BANGRES12DEL02,29,4.2,motorcycle 
12467,PUNERES19DEL03,37,4.0,scooter 
12468,MUMRES18DEL03,29,4.5,motorcycle 
12469,LUDHRES18DEL01,25,4.8,motorcycle 
12470,MUMRES11DEL02,22,4.2,motorcycle 
12471,MUMRES19DEL02,25,4.5,electric_scooter 
12472,MYSRES07DEL02,26,4.7,scooter 
12473,INDORES18DEL03,29,4.6,electric_scooter 
12474,BANGRES09DEL01,26,5.0,motorcycle 
12475,JAPRES02DEL01,20,5.0,scooter 
12476,MUMRES02DEL01,30,4.9,electric_scooter 
12477,CHENRES04DEL03,20,5.0,motorcycle 
12478,COIMBRES12DEL02,31,4.8,scooter 
12479,VADRES06DEL01,38,4.9,motorcycle 
12480,BANGRES19DEL01,29,4.6,motorcycle 
12481,ALHRES010DEL03,32,4.8,motorcycle 
12482,AGRRES11DEL03,20,4.7,scooter 
12483,AGRRES11DEL01,38,4.7,scooter 
12484,HYDRES02DEL01,35,4.7,motorcycle 
12485,ALHRES01DEL02,20,4.7,motorcycle 
12486,MUMRES15DEL01,23,4.9,scooter 
12487,COIMBRES010DEL02,33,4.9,motorcycle 
12488,JAPRES13DEL02,30,4.6,motorcycle 
12489,VADRES06DEL01,29,4.0,motorcycle 
12490,HYDRES01DEL03,35,4.6,scooter 
12491,JAPRES16DEL02,24,5.0,motorcycle 
12492,INDORES07DEL03,38,4.8,motorcycle 
12493,HYDRES20DEL02,34,4.5,motorcycle 
12494,PUNERES15DEL03,22,4.7,scooter 
12495,INDORES07DEL03,35,4.5,scooter 
12496,GOARES12DEL02,39,4.7,scooter 
12497,MUMRES01DEL01,25,4.6,scooter 
12498,VADRES12DEL02,35,4.8,scooter 
12499,BANGRES04DEL02,37,4.9,motorcycle 
12500,VADRES18DEL02,27,4.6,motorcycle 
12501,SURRES03DEL01,39,5.0,scooter 
12502,RANCHIRES11DEL01,21,4.7,motorcycle 
12503,MUMRES19DEL03,31,4.6,motorcycle 
12504,SURRES010DEL01,34,4.9,motorcycle 
12505,MYSRES13DEL03,24,5.0,scooter 
12506,JAPRES02DEL02,23,4.6,electric_scooter 
12507,DEHRES18DEL02,20,4.4,motorcycle 
12508,ALHRES12DEL02,30,4.7,motorcycle 
12509,SURRES12DEL02,37,4.4,motorcycle 
12510,SURRES010DEL02,37,4.8,scooter 
12511,BHPRES05DEL01,38,4.2,scooter 
12512,MYSRES06DEL01,30,4.9,scooter 
12513,MYSRES18DEL01,39,4.6,scooter 
12514,MUMRES11DEL02,35,4.8,motorcycle 
12515,VADRES20DEL02,38,4.8,scooter 
12516,BANGRES13DEL03,31,4.1,motorcycle 
12517,CHENRES07DEL02,21,4.6,motorcycle 
12518,AGRRES19DEL03,33,4.6,motorcycle 
12519,COIMBRES04DEL01,26,4.6,motorcycle 
12520,MYSRES11DEL03,22,4.0,motorcycle 
12521,DEHRES12DEL01,26,4.6,scooter 
12522,HYDRES11DEL02,38,3.6,electric_scooter 
12523,HYDRES13DEL03,37,4.7,scooter 
12524,CHENRES19DEL01,27,4.7,scooter 
12525,CHENRES11DEL01,28,4.8,scooter 
12526,KOCRES06DEL03,31,4.4,motorcycle 
12527,MUMRES04DEL02,36,4.6,motorcycle 
12528,JAPRES05DEL01,22,4.6,electric_scooter 
12529,CHENRES07DEL02,36,4.5,motorcycle 
12530,INDORES15DEL01,38,4.7,motorcycle 
12531,KOCRES04DEL02,28,4.5,motorcycle 
12532,MYSRES07DEL01,22,4.8,electric_scooter 
12533,VADRES08DEL03,37,4.6,motorcycle 
12534,BANGRES04DEL01,32,4.2,scooter 
12535,VADRES01DEL01,39,4.6,scooter 
12536,CHENRES15DEL01,35,4.8,electric_scooter 
12537,MYSRES16DEL01,26,4.7,motorcycle 
12538,JAPRES18DEL01,34,4.9,scooter 
12539,BANGRES05DEL01,29,4.6,scooter 
12540,JAPRES07DEL01,24,4.7,scooter 
12541,SURRES17DEL02,27,4.7,scooter 
12542,HYDRES11DEL03,37,4.6,motorcycle 
12543,SURRES010DEL03,39,4.3,motorcycle 
12544,HYDRES18DEL03,23,4.7,scooter 
12545,AGRRES09DEL02,25,4.7,electric_scooter 
12546,CHENRES15DEL01,37,4.7,electric_scooter 
12547,INDORES11DEL02,24,4.1,motorcycle 
12548,SURRES15DEL02,28,4.8,motorcycle 
12549,BANGRES01DEL01,37,4.9,motorcycle 
12550,JAPRES010DEL02,32,4.0,motorcycle 
12551,COIMBRES12DEL03,27,4.9,motorcycle 
12552,KOCRES05DEL01,24,4.9,motorcycle 
12553,HYDRES11DEL01,32,4.8,electric_scooter 
12554,HYDRES13DEL02,37,4.2,motorcycle 
12555,VADRES16DEL02,38,4.8,electric_scooter 
12556,PUNERES19DEL02,38,3.8,motorcycle 
12557,KOLRES010DEL01,38,5.0,motorcycle 
12558,BANGRES16DEL03,38,4.0,scooter 
12559,BANGRES15DEL03,21,4.8,motorcycle 
12560,BANGRES02DEL03,26,4.7,electric_scooter 
12561,INDORES19DEL01,25,4.9,scooter 
12562,MUMRES15DEL03,27,5.0,motorcycle 
12563,BANGRES20DEL03,33,4.2,motorcycle 
12564,COIMBRES19DEL02,37,4.2,motorcycle 
12565,PUNERES12DEL02,30,4.5,scooter 
12566,HYDRES01DEL03,39,4.8,motorcycle 
12567,KOCRES05DEL02,30,4.7,electric_scooter 
12568,SURRES01DEL01,38,4.7,motorcycle 
12569,MUMRES12DEL03,22,4.5,motorcycle 
12570,HYDRES17DEL03,38,4.6,motorcycle 
12571,COIMBRES17DEL02,33,4.5,motorcycle 
12572,MUMRES01DEL01,24,4.7,scooter 
12573,KNPRES010DEL01,32,4.2,scooter 
12574,DEHRES05DEL01,27,4.5,motorcycle 
12575,PUNERES08DEL03,26,4.7,scooter 
12576,VADRES01DEL01,23,4.9,scooter 
12577,VADRES05DEL01,35,5.0,motorcycle 
12578,INDORES09DEL01,31,4.7,motorcycle 
12579,INDORES20DEL01,32,4.0,motorcycle 
12580,JAPRES04DEL03,32,4.7,scooter 
12581,DEHRES07DEL02,25,4.6,motorcycle 
12582,PUNERES14DEL03,30,4.6,electric_scooter 
12583,RANCHIRES20DEL02,20,4.9,motorcycle 
12584,PUNERES18DEL01,32,4.7,electric_scooter 
12585,BANGRES010DEL03,21,4.6,motorcycle 
12586,SURRES20DEL02,26,4.9,scooter 
12587,MYSRES19DEL02,30,4.5,motorcycle 
12588,INDORES11DEL01,32,5.0,electric_scooter 
12589,CHENRES12DEL03,29,4.6,electric_scooter 
12590,BANGRES09DEL02,28,5.0,motorcycle 
12591,BANGRES07DEL02,26,4.8,motorcycle 
12592,BANGRES07DEL03,32,4.6,scooter 
12593,VADRES08DEL01,29,4.9,scooter 
12594,MUMRES06DEL02,36,4.8,motorcycle 
12595,HYDRES12DEL01,31,4.8,motorcycle 
12596,BANGRES06DEL01,24,4.6,motorcycle 
12597,RANCHIRES08DEL01,21,4.9,motorcycle 
12598,PUNERES05DEL01,31,4.6,motorcycle 
12599,INDORES02DEL02,33,4.8,motorcycle 
12600,INDORES010DEL01,21,4.6,motorcycle 
12601,COIMBRES09DEL01,35,5.0,motorcycle 
12602,SURRES20DEL02,30,4.8,scooter 
12603,AURGRES17DEL01,34,4.6,scooter 
12604,MUMRES19DEL01,34,5.0,motorcycle 
12605,INDORES11DEL02,22,4.7,motorcycle 
12606,JAPRES010DEL03,34,4.7,motorcycle 
12607,VADRES06DEL02,37,4.5,motorcycle 
12608,PUNERES010DEL02,21,4.7,motorcycle 
12609,JAPRES09DEL03,30,5.0,motorcycle 
12610,KOCRES11DEL02,35,5.0,electric_scooter 
12611,MYSRES010DEL03,29,4.8,motorcycle 
12612,PUNERES010DEL02,21,4.5,scooter 
12613,CHENRES03DEL02,26,5.0,motorcycle 
12614,PUNERES17DEL03,20,5.0,scooter 
12615,PUNERES06DEL03,22,4.2,motorcycle 
12616,MYSRES17DEL03,27,4.6,motorcycle 
12617,JAPRES14DEL02,38,4.8,motorcycle 
12618,MYSRES03DEL03,37,5.0,motorcycle 
12619,JAPRES07DEL01,32,4.0,scooter 
12620,RANCHIRES17DEL01,32,4.7,scooter 
12621,LUDHRES08DEL02,23,4.9,scooter 
12622,BANGRES06DEL01,20,5.0,motorcycle 
12623,VADRES07DEL02,37,4.7,scooter 
12624,RANCHIRES06DEL01,33,4.8,scooter 
12625,KOCRES20DEL03,26,4.8,motorcycle 
12626,PUNERES13DEL02,29,4.6,motorcycle 
12627,PUNERES02DEL01,33,4.3,motorcycle 
12628,RANCHIRES06DEL03,24,4.6,scooter 
12629,VADRES17DEL02,27,4.5,scooter 
12630,SURRES02DEL03,29,4.7,scooter 
12631,MUMRES06DEL03,23,4.8,scooter 
12632,ALHRES18DEL01,39,4.2,motorcycle 
12633,KOLRES13DEL01,29,4.6,motorcycle 
12634,SURRES14DEL02,29,4.6,scooter 
12635,VADRES13DEL02,30,4.1,motorcycle 
12636,DEHRES02DEL01,22,4.8,scooter 
12637,JAPRES02DEL03,29,4.9,motorcycle 
12638,INDORES02DEL01,29,4.7,scooter 
12639,ALHRES18DEL03,35,4.5,scooter 
12640,MUMRES19DEL02,23,4.9,motorcycle 
12641,BHPRES02DEL01,35,4.6,scooter 
12642,INDORES17DEL02,32,4.4,electric_scooter 
12643,MYSRES06DEL02,39,5.0,electric_scooter 
12644,MUMRES12DEL02,24,4.8,motorcycle 
12645,BANGRES18DEL01,33,4.7,scooter 
12646,BANGRES14DEL01,30,4.1,scooter 
12647,PUNERES17DEL03,29,4.6,bicycle 
12648,CHENRES16DEL03,29,4.6,scooter 
12649,SURRES010DEL02,28,4.5,motorcycle 
12650,RANCHIRES04DEL02,37,5.0,motorcycle 
12651,MYSRES07DEL01,30,4.8,motorcycle 
12652,JAPRES010DEL01,34,4.9,motorcycle 
12653,HYDRES19DEL02,37,4.8,motorcycle 
12654,AGRRES05DEL02,31,4.9,motorcycle 
12655,SURRES12DEL01,36,4.3,motorcycle 
12656,COIMBRES01DEL03,28,4.7,motorcycle 
12657,COIMBRES04DEL02,39,4.9,motorcycle 
12658,SURRES08DEL01,29,4.6,scooter 
12659,CHENRES11DEL01,25,4.6,motorcycle 
12660,MUMRES13DEL01,28,4.9,motorcycle 
12661,BANGRES07DEL01,28,5.0,electric_scooter 
12662,JAPRES13DEL01,33,4.7,motorcycle 
12663,RANCHIRES20DEL01,23,4.9,electric_scooter 
12664,BHPRES05DEL03,32,4.7,scooter 
12665,COIMBRES15DEL03,30,4.7,motorcycle 
12666,RANCHIRES01DEL01,33,4.8,motorcycle 
12667,JAPRES11DEL02,26,4.1,motorcycle 
12668,HYDRES14DEL01,35,4.9,motorcycle 
12669,INDORES20DEL02,25,5.0,scooter 
12670,VADRES04DEL02,24,4.7,motorcycle 
12671,BANGRES12DEL01,22,4.8,motorcycle 
12672,MUMRES05DEL01,32,4.7,motorcycle 
12673,VADRES09DEL02,37,4.6,motorcycle 
12674,COIMBRES20DEL01,30,4.7,motorcycle 
12675,RANCHIRES09DEL03,33,4.1,scooter 
12676,HYDRES20DEL03,20,4.6,motorcycle 
12677,CHENRES03DEL02,28,4.6,scooter 
12678,KOLRES07DEL01,26,4.9,scooter 
12679,CHENRES13DEL01,34,4.2,motorcycle 
12680,BANGRES11DEL01,22,5.0,scooter 
12681,BANGRES14DEL02,29,4.6,scooter 
12682,RANCHIRES03DEL02,34,5.0,scooter 
12683,DEHRES13DEL01,27,4.6,scooter 
12684,INDORES13DEL01,37,4.8,scooter 
12685,JAPRES11DEL02,28,4.7,motorcycle 
12686,CHENRES02DEL02,30,4.8,motorcycle 
12687,SURRES20DEL03,35,4.2,motorcycle 
12688,SURRES20DEL02,36,4.5,motorcycle 
12689,BANGRES14DEL01,26,4.9,scooter 
12690,PUNERES08DEL02,23,4.7,scooter 
12691,RANCHIRES05DEL03,29,4.8,motorcycle 
12692,COIMBRES07DEL02,37,4.5,motorcycle 
12693,CHENRES17DEL03,30,4.3,scooter 
12694,MUMRES15DEL01,21,2.8,electric_scooter 
12695,BANGRES02DEL01,37,4.4,motorcycle 
12696,CHENRES13DEL03,21,4.7,motorcycle 
12697,BANGRES01DEL02,29,4.7,scooter 
12698,INDORES20DEL02,22,4.9,electric_scooter 
12699,ALHRES20DEL02,31,4.7,motorcycle 
12700,COIMBRES04DEL02,26,4.9,scooter 
12701,INDORES05DEL01,39,4.8,scooter 
12702,JAPRES09DEL01,26,4.9,motorcycle 
12703,SURRES15DEL02,38,4.5,scooter 
12704,HYDRES14DEL01,29,4.6,electric_scooter 
12705,MYSRES08DEL01,30,4.6,motorcycle 
12706,RANCHIRES14DEL01,35,4.1,motorcycle 
12707,INDORES07DEL02,24,4.7,motorcycle 
12708,COIMBRES08DEL02,20,4.9,electric_scooter 
12709,COIMBRES20DEL01,32,5.0,motorcycle 
12710,KOLRES20DEL02,29,5.0,motorcycle 
12711,CHENRES04DEL01,27,4.6,motorcycle 
12712,RANCHIRES08DEL03,33,4.5,electric_scooter 
12713,DEHRES08DEL01,29,4.7,motorcycle 
12714,PUNERES07DEL03,39,4.5,motorcycle 
12715,KOCRES20DEL01,32,4.8,scooter 
12716,BANGRES06DEL02,33,5.0,scooter 
12717,INDORES20DEL01,21,4.8,scooter 
12718,AGRRES12DEL03,22,4.6,motorcycle 
12719,GOARES13DEL02,38,4.9,scooter 
12720,MUMRES16DEL02,27,4.8,motorcycle 
12721,JAPRES18DEL01,25,4.8,motorcycle 
12722,JAPRES20DEL02,32,4.8,motorcycle 
12723,HYDRES05DEL01,24,4.6,motorcycle 
12724,PUNERES14DEL01,36,4.5,motorcycle 
12725,AGRRES13DEL02,20,2.6,motorcycle 
12726,HYDRES13DEL02,21,4.9,motorcycle 
