restaurant_id,restaurant_name,area,cuisines,rating,cost_for_two,online_order
6462,F M Biryani Plaza,Church Street,biryani,,200.0,0
6463,S.L.V Tiffin Room,Church Street,south indian,,150.0,0
6464,Bismillah Royal Taj Hotel,Church Street,biryani,,200.0,0
6465,Bismillah Ambur Biryani,Church Street,"biryani, fast food",,300.0,0
6466,Lobby Cafe - Radha Regent,Electronic City,"continental, american, south indian, italian, north indian, chinese",3.7,1200.0,0
6467,The Big Barbeque,Electronic City,"bbq, north indian, continental, chinese",4.7,1500.0,0
6468,Fire Station,Electronic City,"continental, mexican, burger, desserts, italian, pizza, north indian, chinese",4.4,1200.0,0
6469,Barbeque Nation,Electronic City,"north indian, european, mediterranean, bbq, kebab",4.3,1600.0,0
6470,Onesta,Electronic City,"pizza, cafe, italian",4.5,600.0,1
6471,Time Traveller - Sai Vishram,Electronic City,"continental, north indian, south indian, chinese",4.2,1100.0,1
6472,24@43 - The Oterra,Electronic City,"north indian, asian, continental",4.1,3000.0,0
6473,Citrus Cafe - Lemon Tree Hotel,Electronic City,"north indian, continental, south indian",3.9,2200.0,0
6474,Keys Cafe - Keys Hotel,Electronic City,"chinese, continental, north indian",3.8,1200.0,0
6475,Bazaar - Zone By The Park,Electronic City,"continental, south indian, north indian, asian",4.0,1400.0,0
6476,Aagaman Veg,Electronic City,"north indian, chinese, south indian",,900.0,1
6477,Fishing Boat - Hotel Goyal Residency,Electronic City,"seafood, north indian, chinese, biryani",3.9,800.0,1
6478,Soul Indian Specialty - Svenska Design Hotel,Electronic City,"north indian, south indian, asian, italian, continental",3.7,2000.0,1
6479,Melange - Hotel Ekaa,Electronic City,"north indian, chinese, continental, mangalorean",3.2,900.0,1
6480,#Vibes Restro,Electronic City,"continental, chinese, italian",,700.0,0
6481,Spotlight - The Golden Tulip,Electronic City,"north indian, chinese, continental",2.5,850.0,0
6482,Ritz,Electronic City,"north indian, chinese, thai, continental",3.5,800.0,0
6483,It's Mirchi - Ramee Guestline Hotels,Electronic City,"continental, mughlai",3.1,1600.0,0
6484,The Dining Table - Sahar Pavillion,Electronic City,"chinese, continental, north indian, pizza, south indian",3.7,1500.0,0
6485,Seven Spices - Manipal County,Electronic City,"north indian, chinese, continental",2.8,900.0,0
6486,Bamboo Shades,Electronic City,"charcoal chicken, chinese, north indian, juices, desserts, seafood, south indian",2.8,1000.0,1
6487,Brunch & Munch - Hotel Millennium Plaza,Electronic City,"north indian, chinese, mangalorean, andhra",3.5,1200.0,0
6488,Cafe Happytizing,Electronic City,"cafe, sandwich, pizza, north indian, mexican",4.1,700.0,1
6489,Biggies Burger 'n' More,Electronic City,"cafe, burger, beverages",3.9,650.0,1
6490,This Cafe Has No Name Cafe,Electronic City,"cafe, beverages",3.2,500.0,1
6491,The Platonic Cafe,Electronic City,"cafe, beverages",,500.0,1
6492,She Brews,Electronic City,"cafe, continental, thai, chinese",3.8,400.0,1
6493,Rags on Fire,Electronic City,cafe,3.1,600.0,1
6494,Cafe Crumb'z,Electronic City,"cafe, beverages, fast food",3.3,300.0,0
6495,Chef Baker's,Electronic City,"bakery, fast food, pizza, burger, cafe",3.8,600.0,1
6496,Cuppa,Electronic City,"cafe, fast food, continental",3.0,700.0,1
6497,Manasa Cool Cafe,Electronic City,"fast food, juices, cafe, desserts",3.2,300.0,1
6498,Entree cafe,Electronic City,"cafe, bakery, desserts",3.7,400.0,1
6499,Cafe Coffee Day,Electronic City,"cafe, fast food",3.7,900.0,0
6500,Magic Oven,Electronic City,"cafe, desserts",4.0,400.0,0
6501,The Hungry Shark Cafe,Electronic City,"cafe, continental, beverages",3.9,700.0,0
6502,KA 51 Restocafe,Electronic City,"cafe, mughlai",3.9,650.0,0
6503,Cafe HIGHRANGERS,Electronic City,"cafe, fast food, chinese",3.3,400.0,1
6504,B Penguin Restaurant & Cafe,Electronic City,cafe,,300.0,0
6505,Sweet Revenge Bake N Cafe,Electronic City,"bakery, fast food, cafe",,200.0,0
6506,Happy Cups,Electronic City,"bakery, cafe, sandwich",,300.0,0
6507,24 Hours Coffee Drop - La Classic,Electronic City,cafe,3.4,800.0,0
6508,Kulhad Junction,Electronic City,cafe,,100.0,0
6509,JFD Cafe,Electronic City,"cafe, fast food",,400.0,0
6510,The Chocolate Room,Electronic City,"cafe, beverages",2.8,600.0,1
6511,eat.fit,Electronic City,"healthy food, north indian, biryani, continental, sandwich, desserts",,500.0,1
6512,Lassi Adda,Electronic City,"beverages, sandwich, fast food",4.0,200.0,1
6513,Sitaar,Electronic City,"north indian, chinese",3.8,800.0,1
6514,Karama Restaurant,Electronic City,arabian,,400.0,1
6515,FreshMenu,Electronic City,"healthy food, chinese, biryani, north indian, continental, salad, american, burger",3.0,450.0,1
6516,Dabba Gosht,Electronic City,"arabian, middle eastern",,400.0,1
6517,Vegetarea,Electronic City,south indian,,250.0,1
6518,Punjabites,Electronic City,"north indian, charcoal chicken",,400.0,1
6519,The Good Bowl,Electronic City,"italian, north indian, biryani",3.9,500.0,1
6520,Empire Restaurant,Electronic City,"kerala, seafood, south indian, chinese, north indian, charcoal chicken, beverages",,400.0,1
6521,Al-Bek,Electronic City,"biryani, north indian, charcoal chicken, chinese, seafood, rolls",,300.0,1
6522,Lassi Resto Cafe,Electronic City,"beverages, fast food",3.7,200.0,1
6523,Kitchens@Electronic City,Electronic City,"italian, chinese, continental, north indian",,600.0,1
6524,Delhi Base Sri Food Court,Electronic City,"north indian, south indian, chinese, street food",3.9,250.0,1
6525,Easy Bites,Electronic City,"fast food, sandwich",,300.0,1
6526,Wakhra Swaad,Electronic City,"north indian, biryani, rolls, beverages",3.4,300.0,1
6527,Indian Food Court,Electronic City,"north indian, chinese, fast food",3.8,400.0,1
6528,Maa Reddy's Hyderabadi Biryani House,Electronic City,"biryani, andhra, north indian",3.0,500.0,1
6529,Beijing Bites,Electronic City,"chinese, thai, momos",,400.0,1
6530,Fresh 'N' Grills,Electronic City,"sandwich, salad, north indian, chinese",3.2,500.0,1
6531,New Punjabi Food Corner,Electronic City,"north indian, chinese",4.0,500.0,1
6532,BOX8- Desi Meals,Electronic City,"north indian, mughlai, fast food",4.2,500.0,1
6533,Swad 'E' Punjab,Electronic City,"north indian, chinese, mughlai",3.6,500.0,1
6534,Popular Burger,Electronic City,"fast food, burger",4.1,200.0,1
6535,Moriz Restaurant,Electronic City,"arabian, seafood, north indian, chinese, bbq, biryani, beverages",3.1,700.0,1
6536,Desi Dhaba,Electronic City,"chinese, north indian",3.8,300.0,1
6537,Amaravathi Mess,Electronic City,"andhra, biryani",3.6,400.0,1
6538,Fish Chain,Electronic City,"seafood, bbq, biryani",,250.0,1
6539,Burger King,Electronic City,"burger, fast food, beverages",3.8,600.0,1
6540,Polar Bear,Electronic City,"desserts, ice cream",,300.0,1
6541,Godavari Delights,Electronic City,"andhra, biryani",3.5,700.0,1
6542,Dine Garden Family Restaurant,Electronic City,"biryani, south indian, north indian, chinese",3.5,400.0,1
6543,Insomniac's Delight,Electronic City,"fast food, north indian",4.0,300.0,1
6544,Maa Reddy's Hyderabadi Biryani House,Electronic City,"biryani, andhra, north indian",3.7,500.0,1
6545,Lassi Corner,Electronic City,"beverages, desserts",3.5,300.0,1
6546,Paradise,Electronic City,"biryani, north indian, kebab",4.0,800.0,1
6547,Biryani Darbar,Electronic City,"biryani, mughlai, north indian",3.6,800.0,1
6548,Sri Pillaiyar Bhavan,Electronic City,chettinad,4.0,300.0,1
6549,Parathe Wali Gali,Electronic City,"north indian, chinese",3.6,250.0,1
6550,Faasos,Electronic City,"north indian, biryani, fast food",4.0,500.0,1
6551,King,Electronic City,"north indian, chinese",3.7,300.0,1
6552,Behrouz Biryani,Electronic City,biryani,4.1,650.0,1
6553,Subway,Electronic City,"salad, fast food",3.9,600.0,1
6554,New Udupi Palace,Electronic City,"south indian, north indian, chinese, street food",3.8,350.0,1
6555,Hyderabadi Spice,Electronic City,"hyderabadi, andhra, chinese, biryani",4.0,400.0,1
6556,KFC,Electronic City,"burger, fast food",3.9,450.0,1
6557,Pallavi Restaurant,Electronic City,"biryani, chinese, andhra",3.8,500.0,1
6558,Foodies Family Restaurant,Electronic City,"north indian, chinese",3.4,300.0,1
6559,Kolkata Kitchen,Electronic City,"north indian, fast food, biryani",3.2,400.0,1
6560,4Foodiez,Electronic City,"south indian, north indian, chinese",3.7,300.0,1
6561,Salted Chilli,Electronic City,"biryani, north indian, chinese",3.7,600.0,1
6562,Curries & Pickles,Electronic City,"andhra, biryani, chinese",3.4,400.0,1
6563,Thalassery Restaurant,Electronic City,"kerala, biryani, south indian, north indian, chinese, seafood, juices",3.8,600.0,1
6564,MDP Coffee House,Electronic City,south indian,3.8,200.0,1
6565,Hot Attack,Electronic City,"north indian, chinese, biryani",3.6,400.0,1
6566,China Garden,Electronic City,"chinese, north indian",3.6,300.0,1
6567,Kaaram,Electronic City,"andhra, biryani",3.4,500.0,1
6568,Hyderabad Magic,Electronic City,"hyderabadi, chinese, biryani, arabian",3.8,400.0,1
6569,Sri Manjunatha Foods,Electronic City,"south indian, north indian, chinese",3.6,250.0,1
6570,Hyderabadi Biryaani Hub,Electronic City,"biryani, fast food",2.7,300.0,1
6571,Ruposhi Bangla,Electronic City,"bengali, chinese, north indian, seafood",4.0,400.0,1
6572,Foodies Express,Electronic City,"chinese, north indian, arabian, biryani",3.7,400.0,1
6573,Pizza Hut,Electronic City,"pizza, fast food",3.2,750.0,1
6574,Pizza Republic,Electronic City,"pizza, fast food",3.8,500.0,1
6575,Nainital North Indian Restaurant,Electronic City,north indian,3.5,400.0,1
6576,Pure Punjabi,Electronic City,"chinese, north indian, fast food",3.4,450.0,1
6577,7 Days Restaurant,Electronic City,"north indian, chinese, arabian",3.8,400.0,1
6578,Eat N Meet,Electronic City,"kerala, south indian, north indian, chinese, beverages",2.7,500.0,1
6579,Lakshmi Rayalaseema Ruchilu,Electronic City,"biryani, south indian, chinese",3.0,600.0,1
6580,Goli Vada Pav No. 1,Electronic City,street food,2.9,150.0,1
6581,Frozen Bottle,Electronic City,"beverages, desserts",4.1,400.0,1
6582,Vijayawada Heights,Electronic City,north indian,2.9,600.0,1
6583,Chai Point,Electronic City,"tea, beverages, fast food",3.9,250.0,1
6584,Lassi Mania,Electronic City,"beverages, juices",3.6,200.0,1
6585,Doof,Electronic City,"fast food, beverages",4.0,450.0,1
6586,Pimento,Electronic City,"chinese, fast food, italian",3.7,400.0,1
6587,Barbeque Delight,Electronic City,"arabian, kerala, biryani, south indian, chinese, bbq",3.4,650.0,1
6588,The Rasoiya Street,Electronic City,"north indian, continental, mediterranean, chinese",4.2,800.0,1
6589,Ruchi Sagar,Electronic City,"south indian, north indian, chinese, juices",4.0,250.0,1
6590,New Andhra House,Electronic City,"andhra, biryani, chinese, north indian",3.7,450.0,1
6591,Andhra Food Cafe (AFC),Electronic City,"andhra, north indian, south indian",3.3,250.0,1
6592,Firangi Bake,Electronic City,"mexican, italian",4.1,600.0,1
6593,India Garden,Electronic City,"north indian, chinese, fast food, beverages",3.3,550.0,1
6594,Dande Hyderabad Biryani,Electronic City,"biryani, andhra, north indian",,500.0,1
6595,Royal Bengal Corner,Electronic City,"chinese, fast food, north indian, rolls",3.8,250.0,1
6596,Tikka Kebab,Electronic City,"kebab, north indian, chinese",3.7,250.0,1
6597,The Pastry House,Electronic City,"bakery, desserts",3.8,400.0,1
6598,Sri Krishna Sagar,Electronic City,"south indian, north indian",3.5,300.0,1
6599,Laddoos,Electronic City,"north indian, street food, mithai",4.0,250.0,1
6600,Andhra Kitchen,Electronic City,andhra,3.9,400.0,1
6601,Food Ras,Electronic City,"north indian, chinese, japanese, european, seafood",4.3,900.0,1
6602,UBQ by Barbeque Nation,Electronic City,"north indian, bbq, biryani, kebab",3.6,450.0,1
6603,Ovenstory Pizza,Electronic City,pizza,4.0,750.0,1
6604,Notebook Food Court,Electronic City,"chinese, north indian, rolls",4.0,300.0,1
6605,11 to 11 Express Biriyanis,Electronic City,"biryani, kebab",3.5,300.0,1
6606,MRA,Electronic City,bakery,,200.0,1
6607,Magic Bowl,Electronic City,"north indian, chinese, arabian, mughlai",3.6,700.0,1
6608,Fujian Express,Electronic City,"chinese, thai",,200.0,1
6609,Maa Tara Hotel,Electronic City,"chinese, north indian",3.8,400.0,1
6610,NY Pizza & Waffles,Electronic City,"pizza, desserts",3.1,400.0,1
6611,Sweet Truth,Electronic City,"bakery, desserts",3.9,500.0,1
6612,Just Fresh Point,Electronic City,"street food, american, sandwich, fast food, beverages, burger, desserts, pizza",4.0,300.0,1
6613,Khana Khazana,Electronic City,north indian,3.6,300.0,1
6614,CakeZone,Electronic City,"bakery, desserts",,200.0,1
6615,Juice Shop,Electronic City,"juices, beverages, ice cream",,150.0,1
6616,Nagas,Electronic City,"andhra, hyderabadi, north indian",,300.0,1
6617,Kababji Cafe,Electronic City,"biryani, rolls, middle eastern, arabian, charcoal chicken",,300.0,1
6618,Recipe Box,Electronic City,"chinese, beverages",,400.0,1
6619,MAD Belgian Waffles,Electronic City,desserts,3.8,250.0,1
6620,Pan's Aroma,Electronic City,"bengali, biryani, north indian, chinese, fast food",2.9,400.0,1
6621,Bawarchi Restaurant,Electronic City,"north indian, chinese, biryani, rolls",2.7,400.0,1
6622,Ande Ka Funda,Electronic City,"north indian, fast food, rolls",3.4,200.0,1
6623,Samosa Singh,Electronic City,"street food, beverages",4.0,150.0,1
6624,Biriyani Zone,Electronic City,"biryani, north indian, chinese, seafood",3.9,800.0,1
6625,Volga Restaurant,Electronic City,"north indian, chinese, middle eastern",3.7,500.0,1
6626,The Elaichi Restaurant,Electronic City,"north indian, asian, continental, bengali, momos",3.6,700.0,1
6627,Nandanam Restaurant,Electronic City,"north indian, south indian",3.8,400.0,1
6628,Bangalore Agarwal Bhavan,Electronic City,"north indian, street food, mithai, chinese",3.6,500.0,1
6629,Chai Cafe,Electronic City,"fast food, rolls",3.6,300.0,1
6630,Sila Restaurant,Electronic City,"chinese, seafood, north indian, biryani, desserts",3.8,750.0,1
6631,VMS Star Biriyani,Electronic City,"biryani, north indian",3.2,500.0,1
6632,WOW! Momo,Electronic City,"tibetan, momos",,400.0,1
6633,Parampara - The Veg Kitchen,Electronic City,"north indian, chinese, street food",3.7,350.0,1
6634,Kettle On,Electronic City,"fast food, sandwich, beverages",3.7,400.0,1
6635,Baskin Robbins,Electronic City,"ice cream, desserts",3.8,250.0,1
6636,Shanmukha,Electronic City,"biryani, seafood, chinese, charcoal chicken",,400.0,1
6637,Cafe Coffee Day,Electronic City,"cafe, fast food",3.2,900.0,1
6638,Five Star Chicken,Electronic City,"fast food, burger",3.2,200.0,1
6639,Just Shawarma,Electronic City,arabian,3.9,300.0,1
6640,The Milkshake Theory,Electronic City,"beverages, fast food",3.6,400.0,1
6641,Sunny's,Electronic City,"sandwich, fast food, salad, bakery, juices",3.0,300.0,1
6642,Dessert Bar,Electronic City,"desserts, fast food, north indian",,400.0,1
6643,Cafe Palnad,Electronic City,"south indian, fast food",4.0,400.0,1
6644,Pattikattan Biriyani,Electronic City,"biryani, north indian",,300.0,1
6645,Navab's,Electronic City,mughlai,,600.0,1
6646,Andhra Spicy Food Court,Electronic City,"andhra, biryani",3.2,400.0,1
6647,Esfahan Restaurant,Electronic City,"north indian, lucknowi, mughlai, biryani",3.5,700.0,1
6648,Kathi Junction,Electronic City,"rolls, north indian, mughlai",2.8,400.0,1
6649,Satkar Restaurant,Electronic City,"north indian, chinese, biryani, seafood",3.6,350.0,1
6650,Yeruva Biriyani,Electronic City,"biryani, chinese",3.5,400.0,1
6651,Biryani Darbar,Electronic City,"biryani, andhra, chinese, north indian",,550.0,1
6652,Swad 'E' Punjab,Electronic City,"north indian, chinese, fast food, biryani",,500.0,1
6653,Kolkata Famous Kathi Rolls,Electronic City,"fast food, rolls",3.5,200.0,1
6654,Ambur Biriyani Classic,Electronic City,"biryani, south indian, north indian",3.3,700.0,1
6655,Marley's Bistro,Electronic City,"continental, european, salad, beverages, italian, burger",3.9,400.0,1
6656,Hyderabad Darbar,Electronic City,"andhra, south indian",3.7,700.0,1
6657,Hotel Sakti Saravana,Electronic City,"tamil, south indian",3.8,350.0,1
6658,Bowl House Kitchen,Electronic City,"north indian, biryani, asian",,400.0,1
6659,Z Cafe,Electronic City,"chinese, fast food, beverages",3.6,300.0,1
6660,Wat-a-Biryani,Electronic City,biryani,,500.0,1
6661,Swathi Restaurant - The Vintage Inn,Electronic City,"andhra, north indian",3.8,900.0,1
6662,Paratha House,Electronic City,"north indian, chinese",3.6,350.0,1
6663,The Mirchi,Electronic City,"chinese, north indian, bengali",3.3,400.0,1
6664,Prem's Biriyani,Electronic City,"biryani, fast food",3.3,300.0,1
6665,Mast Punjabi Spice,Electronic City,north indian,2.9,400.0,1
6666,Thanima Garden Restaurant,Electronic City,"north indian, chinese, kerala",3.6,500.0,1
6667,Bhukkads,Electronic City,"chinese, north eastern",3.2,400.0,1
6668,Karaikudi Restaurant,Electronic City,south indian,3.7,300.0,1
6669,Mamaji's,Electronic City,north indian,3.6,600.0,1
6670,Bangaliana,Electronic City,bengali,3.0,600.0,1
6671,Tuba Rolls & Snacks,Electronic City,"chinese, fast food, north indian, rolls",3.0,200.0,1
6672,Peril Enthirikkunnu,Electronic City,"kerala, south indian",,250.0,1
6673,Wangs Kitchen,Electronic City,chinese,2.5,1000.0,1
6674,Aunty Kitchen,Electronic City,"north indian, chinese, fast food",,700.0,1
6675,New Food Magic,Electronic City,"andhra, chinese, north indian, south indian",3.2,450.0,1
6676,True South,Electronic City,"beverages, fast food",,200.0,1
6677,Akshara,Electronic City,"north indian, south indian, chinese",3.8,700.0,1
6678,Kittu's,Electronic City,north indian,4.2,750.0,1
6679,EC Dine Restaurant,Electronic City,"south indian, north indian, kerala",3.4,500.0,1
6680,Bangarpet Chats Adda,Electronic City,"street food, sandwich, beverages",,200.0,1
6681,Udupi Food Junction,Electronic City,"south indian, north indian",3.5,250.0,1
6682,Delhi Food Factory,Electronic City,,,500.0,1
6683,Maa Biryani Hyderabadi,Electronic City,biryani,2.6,450.0,1
6684,Omleterian,Electronic City,"american, continental",,200.0,1
6685,Curries 'N' Phulkas,Electronic City,north indian,3.4,250.0,1
6686,Donut Cafe,Electronic City,"desserts, fast food",3.9,250.0,1
6687,Halli Kitchen,Electronic City,south indian,2.5,300.0,1
6688,Hotel Uma Bhai,Electronic City,north indian,3.7,400.0,1
6689,Kettle & Kegs,Electronic City,"tea, beverages",3.1,200.0,1
6690,Food Singh,Electronic City,north indian,,500.0,1
6691,Vov Shawarma,Electronic City,fast food,3.2,200.0,1
6692,7 Shanghai,Electronic City,chinese,3.5,250.0,1
6693,Chination,Electronic City,chinese,,600.0,1
6694,Annapurna Andhra Hotel,Electronic City,"mughlai, chinese, north indian",3.3,400.0,1
6695,Hotel Avakay,Electronic City,"andhra, north indian, chinese, biryani",3.6,550.0,1
6696,BIB - Breakfast in the Box,Electronic City,"american, sandwich",3.9,600.0,1
6697,Chivi's Meilleurs Boulangers,Electronic City,"south indian, bakery, fast food",3.4,300.0,1
6698,Mr. Meetharam,Electronic City,"mithai, street food",3.3,150.0,1
6699,King's Appetite,Electronic City,"north indian, chinese",3.7,500.0,1
6700,Thanco's Natural Ice Creams,Electronic City,"ice cream, desserts",3.7,450.0,1
6701,Cakes Wagon,Electronic City,"bakery, desserts",3.4,600.0,1
6702,Cake Menu,Electronic City,bakery,3.3,400.0,1
6703,A2B - Adyar Ananda Bhavan,Electronic City,"south indian, north indian, chinese, street food, fast food",3.1,400.0,1
6704,Pot Biryani,Electronic City,"north indian, chinese, biryani, seafood",2.8,600.0,1
6705,Chawla's 2 Online.com,Electronic City,north indian,,800.0,1
6706,Hottey Smokey,Electronic City,"asian, salad, italian",,400.0,1
6707,OrganicFeast,Electronic City,"north indian, chinese, healthy food",2.9,400.0,1
6708,Manasa Andhra Style Multi Cuisine Restaurant,Electronic City,"north indian, south indian, chinese, andhra, biryani",3.6,800.0,0
6709,Akkad Bakkad,Electronic City,"north indian, chinese",3.9,600.0,1
6710,Meat and Eat,Electronic City,"fast food, burger",3.4,500.0,1
6711,Hotel Shruthi,Electronic City,"north indian, biryani",3.5,200.0,1
6712,Kababish Restaurant,Electronic City,"north indian, chinese, arabian, biryani, rolls",,500.0,1
6713,Crumbz Crunches,Electronic City,"north indian, chinese",3.1,450.0,1
6714,Delhi Fast Food,Electronic City,street food,,100.0,1
6715,The Milkshake Co and More,Electronic City,"beverages, desserts, fast food",,250.0,1
6716,Mumbai Kulfi,Electronic City,"ice cream, desserts",3.7,100.0,1
6717,Alikemom,Electronic City,north indian,,300.0,1
6718,Sky Lounge Bar - Svenska Design Hotel,Electronic City,"north indian, pizza, asian, italian",4.0,1500.0,1
6719,Foodie Nation,Electronic City,"north indian, chinese, arabian",3.5,1000.0,1
6720,Chilli Park,Electronic City,"north indian, chinese, fast food",,300.0,1
6721,Gilly's Restobar,Electronic City,"continental, north indian, chinese, salad",4.3,1200.0,0
6722,Spicy Tandoor,Electronic City,"north indian, chinese, kebab, mughlai",2.7,400.0,1
6723,Parivaar Eat House,Electronic City,"north indian, biryani",,500.0,1
6724,Messy's,Electronic City,fast food,3.8,400.0,1
6725,Rayalaseema Ruchulu SR,Electronic City,"andhra, south indian",3.2,300.0,1
6726,Andhra Biryani & Curries,Electronic City,"north indian, south indian, chinese, andhra, biryani",3.1,400.0,1
6727,Reddy's Hyderabadi Biryani,Electronic City,"chinese, north indian, south indian, biryani, andhra",2.7,500.0,1
6728,Mughlai Kitchen,Electronic City,"mughlai, north indian, chinese, momos",,600.0,1
6729,Juicy,Electronic City,"beverages, juices, fast food",3.9,200.0,1
6730,Flying Cakes,Electronic City,"bakery, desserts",3.1,500.0,1
6731,Godavari Delights,Electronic City,south indian,3.0,400.0,1
6732,Domino's Pizza,Electronic City,"pizza, fast food",2.7,400.0,1
6733,Royal Iceberry,Electronic City,desserts,3.4,200.0,1
6734,Biryani Darbar,Electronic City,"biryani, chinese",3.3,600.0,1
6735,Petoo,Electronic City,"north indian, fast food, street food",3.6,400.0,1
6736,Just Cakes,Electronic City,bakery,3.4,350.0,1
6737,Andhra Amigos,Electronic City,"andhra, north indian, biryani",3.6,350.0,1
6738,Kritunga Restaurant,Electronic City,"andhra, biryani, north indian, chinese",3.8,650.0,0
6739,Srinidhi Grand,Electronic City,"south indian, fast food",,150.0,1
6740,Shake The Shake,Electronic City,juices,,200.0,1
6741,McDonald's,Electronic City,"burger, fast food",3.3,500.0,1
6742,Uma Ki Rasoi,Electronic City,north indian,3.9,250.0,1
6743,Momo Time,Electronic City,momos,,400.0,1
6744,Chick Blast,Electronic City,fast food,3.3,400.0,0
6745,Masale Daan,Electronic City,north indian,,350.0,1
6746,Today Coffee,Electronic City,south indian,,150.0,1
6747,Sankalp Reddy Restaurant,Electronic City,"south indian, andhra, biryani",3.9,300.0,1
6748,Millennium Plaza,Electronic City,north indian,3.4,700.0,1
6749,Sitara Veg Restaurant,Electronic City,"south indian, north indian, chinese",3.9,400.0,1
6750,Lassi Corner,Electronic City,"beverages, sandwich",3.7,150.0,1
6751,Sweet Chariot,Electronic City,"bakery, fast food",3.0,500.0,1
6752,Hyderabadi Biryani Flames,Electronic City,"biryani, andhra",,300.0,1
6753,Hotel Ranga,Electronic City,south indian,,400.0,1
6754,Seasons,Electronic City,"north indian, south indian, chinese, seafood, kerala, arabian, juices",2.9,1000.0,1
6755,Cedar Bar & Dive - Hotel Presidency,Electronic City,"north indian, thai, chinese, continental",3.8,1200.0,1
6756,Juicemaker,Electronic City,"beverages, fast food",3.9,400.0,0
6757,Lord of Combos,Electronic City,north indian,,500.0,1
6758,Just Bake,Electronic City,"bakery, desserts",3.2,400.0,1
6759,Vinaya Royal Inn,Electronic City,"north indian, chinese",3.1,500.0,1
6760,Meridian South - A Pure Vegetarian Restaurant,Electronic City,"north indian, south indian, chinese",,600.0,0
6761,Tap House Resto Bar,Electronic City,"chinese, north indian, thai",3.4,900.0,1
6762,Kabab Souq,Electronic City,"north indian, chinese",3.4,400.0,0
6763,French Bake House,Electronic City,"bakery, french, fast food",3.7,200.0,1
6764,Apsara Ice Cream,Electronic City,"ice cream, desserts",4.0,200.0,0
6765,Mesa Deli - Svenska Design Hotel,Electronic City,"north indian, italian",3.2,600.0,1
6766,Indian Kitchen - Hotel Presidency,Electronic City,"fast food, north indian, finger food",3.0,1000.0,1
6767,Salt N Pepper,Electronic City,"north indian, chinese",3.6,500.0,0
6768,Punjab Calling,Electronic City,north indian,3.7,400.0,1
6769,Hanchi Thinnuva,Electronic City,south indian,3.5,300.0,1
6770,Venadu Restaurant,Electronic City,kerala,3.4,700.0,0
6771,Chill Out Cafe,Electronic City,"north indian, chinese",3.5,350.0,0
6772,Trisha's Kitchen,Electronic City,"north indian, chinese",3.2,300.0,1
6773,Just Homely,Electronic City,north indian,,300.0,1
6774,Nandanam Family Restaurant,Electronic City,"kerala, chinese",3.3,400.0,0
6775,Mohabbat Desi Restaurant,Electronic City,,,,0
6776,Hello Cafe,Electronic City,"fast food, beverages",,200.0,0
6777,Food Point Family Restauarant,Electronic City,"north indian, chinese, mughlai",3.3,700.0,1
6778,Kababish Sizzler,Electronic City,"biryani, north indian, south indian, fast food",,250.0,0
6779,Soul Curry Restaurant,Electronic City,"andhra, chinese, north indian, biryani",3.6,600.0,0
6780,Ragi Nadu,Electronic City,"south indian, biryani, chinese",3.5,450.0,0
6781,Rolls On Wheels,Electronic City,"fast food, rolls, momos",2.7,300.0,0
6782,Basaveshwara Khanavali,Electronic City,south indian,,100.0,0
6783,Mesa Lounge Bar - Svenska Design Hotel,Electronic City,"north indian, pizza, asian, italian",3.5,1500.0,0
6784,Pulla Reddy Sweets,Electronic City,mithai,3.0,250.0,0
6785,Food 4 U,Electronic City,north indian,3.6,400.0,0
6786,Half Girlfriend,Electronic City,"biryani, north indian, chinese, fast food",,600.0,1
6787,The Hungry,Electronic City,"fast food, chinese",3.6,400.0,1
6788,Green Family Bar & Restaurant,Electronic City,"north indian, chinese, andhra",3.0,1000.0,0
6789,Chinmayee's,Electronic City,"north indian, chinese",3.1,700.0,0
6790,Tellimagic Restaurant,Electronic City,"north indian, south indian, chinese",3.5,400.0,1
6791,SFC Kabab Corner,Electronic City,"chinese, andhra",3.6,350.0,0
6792,Royal Chowpatty,Electronic City,street food,3.7,100.0,0
6793,New Aastha,Electronic City,"north indian, chinese",3.6,250.0,1
6794,Food Club Restaurant,Electronic City,"north indian, chinese",3.7,500.0,0
6795,Bhojanam Restaurant,Electronic City,"andhra, biryani",3.6,600.0,0
6796,Ruchie Rich,Electronic City,"biryani, fast food, north indian",3.5,200.0,0
6797,Balaji Foods,Electronic City,south indian,,250.0,0
6798,Ruchimayam Restaurant,Electronic City,"andhra, chinese",,350.0,0
6799,RK Garden Family Restaurant,Electronic City,"andhra, chinese, north indian, south indian",3.5,600.0,0
6800,Sai Grand,Electronic City,"south indian, north indian, chinese",,200.0,0
6801,Vijayawadawari Sandhya Andhra Mess,Electronic City,"north indian, biryani, south indian",3.4,400.0,1
6802,Eden Huts Dhaba,Electronic City,"chinese, north indian",3.6,500.0,0
6803,Silicon Spicy Bite & Sip,Electronic City,"fast food, beverages",,200.0,0
6804,Samrudhi,Electronic City,"andhra, chinese, north indian",2.9,450.0,0
6805,Hotel Food Zone,Electronic City,"north indian, chinese",3.3,350.0,0
6806,Amaravati,Electronic City,"andhra, north indian, chinese, seafood",,600.0,0
6807,NMR Multicuisine Restaurant,Electronic City,"north indian, chinese, arabian, juices",3.6,550.0,1
6808,Oasis Restaurant,Electronic City,"north indian, chinese, kebab",2.9,550.0,0
6809,Swad,Electronic City,"north indian, chinese",3.7,500.0,0
