order_id,order_type,restaurant_latitude,restaurant_longitude
99FD,Meal ,22.74806,75.8934
7D22,Buffet ,21.170096,72.789122
684A,Drinks ,18.569156,73.774723
88B7,Snack ,12.284747,76.625861
AEE0,Drinks ,18.56245,73.916619
8EA7,Snack ,13.044694,80.26147
3B85,Drinks ,18.543626,73.905101
C30B,Buffet ,30.327968,78.046106
A741,Snack ,13.005801,80.250744
E245,Buffet ,15.585658,73.743606
B5A3,Meal ,11.003681,76.975525
BD13,Snack ,0.0,0.0
7CB0,Meal ,12.970324,77.645748
7F1A,Meal ,21.170096,72.789122
94CC,Meal ,13.049645,80.242268
DE35,Drinks ,22.514688,88.393294
6D60,Drinks ,19.1813,72.836191
C84A,Meal ,19.866969,75.318894
1D1F,Buffet ,22.761226,75.887522
3842,Snack ,23.357804,85.325146
B6B,Meal ,13.044694,80.26147
30DE,Meal ,12.933284,77.615428
6506,Drinks ,21.183434,72.814492
3.1E+09,Drinks ,22.725748,75.898497
2D7A,Drinks ,13.026279,80.174568
57A9,Buffet ,18.516216,73.842527
99FE,Snack ,13.081878,80.248519
4B77,Drinks ,22.761593,75.886362
6FAE,Drinks ,22.761226,75.887522
7975,Meal ,26.910262,75.783013
A6E0,Drinks ,22.310526,73.170937
9E+95,Drinks ,12.934179,77.615797
13F5,Buffet ,18.53408,73.89852
3D6B,Snack ,19.131141,72.813074
B454,Drinks ,17.41233,78.449654
95C0,Snack ,18.533811,73.899315
5CBB,Drinks ,12.337928,76.617889
23FD,Meal ,19.1813,72.836191
80C7,Buffet ,21.160437,72.774209
8786,Drinks ,0.0,0.0
8341,Snack ,17.428294,78.404423
A130,Buffet ,19.055831,72.833984
C522,Snack ,30.893384,75.821202
244C,Meal ,22.307898,73.167788
C261,Snack ,26.492106,80.327797
90F4,Meal ,18.536718,73.830327
8E+79,Drinks ,13.005801,80.250744
72DD,Buffet ,26.913726,75.75282
1D0C,Buffet ,21.183434,72.814492
C44C,Snack ,23.232537,77.429845
2420,Meal ,0.0,0.0
CB2E,Meal ,23.235123,77.398886
1401,Drinks ,17.455894,78.375467
D484,Meal ,22.539129,88.365507
3D1F,Drinks ,18.539299,73.897902
C199,Meal ,0.0,0.0
AED 0.00,Drinks ,26.891191,75.802083
1F8B,Drinks ,18.546258,73.904337
BD9,Buffet ,12.3085,76.665808
B9C5,Buffet ,0.0,0.0
88CD,Snack ,12.972161,77.596014
4EFD,Buffet ,19.065838,72.832658
5318,Drinks ,22.728163,75.884212
695,Meal ,19.131141,72.813074
14FF,Meal ,0.0,0.0
CA29,Buffet ,9.985697,76.281128
7FD0,Snack ,12.304569,76.643622
8375,Snack ,22.732225,75.874765
138A,Snack ,10.96185,76.971082
B345,Snack ,0.0,0.0
3431,Buffet ,22.308096,73.167753
C554,Snack ,26.492106,80.327797
33AD,Snack ,12.975377,77.696664
8B49,Snack ,19.221315,72.862381
E23A,Drinks ,9.970717,76.285447
4FF6,Drinks ,26.911378,75.789034
B55F,Drinks ,11.006686,76.951736
3200,Meal ,13.064181,80.236442
6480,Meal ,17.411028,78.329645
2915,Drinks ,13.045479,80.23311
1FC8,Snack ,21.17106,72.789292
8173,Buffet ,0.0,0.0
D75E,Meal ,15.546594,73.760431
8B87,Snack ,17.438263,78.397865
1C50,Snack ,19.178321,72.834715
D000,Drinks ,0.0,0.0
5CDD,Drinks ,12.939496,77.625999
1E+40,Buffet ,12.304569,76.643622
2292,Snack ,12.972532,77.608179
4D2F,Drinks ,26.913726,75.75282
BC70,Meal ,12.337978,76.616792
16AA,Snack ,22.31279,73.170283
11A5,Buffet ,12.284747,76.625861
89FA,Drinks ,19.131141,72.813074
A9F9,Meal ,21.170798,72.790489
C549,Snack ,26.492106,80.327797
6A16,Meal ,18.530963,73.828972
7205,Meal ,19.176269,72.836721
DDF9,Snack ,30.89286,75.822199
65B4,Buffet ,26.913987,75.752891
2B98,Meal ,19.103249,72.846749
A13C,Meal ,19.176269,72.836721
D21,Buffet ,12.933298,77.614293
5180,Drinks ,22.310526,73.170937
AC45,Snack ,19.055831,72.833984
26A7,Meal ,13.091809,80.219104
44FC,Meal ,12.914264,77.6784
117E,Snack ,0.0,0.0
C44B,Drinks ,26.473698,80.352677
4920,Meal ,22.751857,75.866699
4077,Buffet ,22.753659,75.903365
6B57,Drinks ,12.326356,76.619103
869,Meal ,0.0,0.0
1A03,Drinks ,11.000762,76.981876
C683,Snack ,30.319528,78.040267
C81,Meal ,22.732225,75.874765
20EF,Buffet ,12.972161,77.596014
D96D,Drinks ,0.0,0.0
B949,Buffet ,26.914142,75.805704
6.5E+01,Meal ,26.913483,75.803139
BF2F,Meal ,0.0,0.0
A41A,Meal ,0.0,0.0
2C32,Snack ,23.355164,85.324097
6FB3,Meal ,0.0,0.0
575E,Meal ,13.091809,80.219104
3422,Snack ,10.994136,76.963303
422B,Drinks ,19.176269,72.836721
6BF3,Snack ,26.902908,75.792934
3A3A,Drinks ,12.972532,77.608179
4A5F,Buffet ,21.186438,72.794115
B494,Meal ,26.911378,75.789034
4F5,Meal ,-11.003669,-76.976494
E0A4,Drinks ,23.232537,77.429845
986E,Buffet ,13.02978,80.208812
A694,Drinks ,12.975996,80.221898
66EB,Drinks ,22.745536,75.893106
A0EC,Meal ,21.186608,72.794136
499,Buffet ,-13.054347,-80.257221
A8DA,Snack ,13.081878,80.248519
3642,Snack ,19.120083,72.907385
B605,Snack ,18.51421,73.838429
CC52,Meal ,15.585658,73.743606
9547,Meal ,0.0,0.0
A10D,Meal ,22.751234,75.88949
B710,Snack ,18.536562,73.896485
E041,Meal ,0.0,0.0
D336,Meal ,0.0,0.0
6F50,Buffet ,12.334022,76.618203
9445,Snack ,19.207222,72.972281
7A8,Drinks ,26.849596,75.800512
813D,Drinks ,11.008638,76.984311
6DF3,Drinks ,22.751234,75.88949
598D,Drinks ,23.371292,85.327872
16D2,Drinks ,13.02978,80.208812
A225,Snack ,11.010375,76.95295
DBEF,Snack ,9.979186,76.317361
53A9,Buffet ,17.422819,78.449578
2449,Drinks ,17.410371,78.437225
3AE0,Snack ,19.120083,72.907385
17F7,Meal ,17.440827,78.393391
4323,Drinks ,12.304569,76.643622
2240,Meal ,22.725748,75.898497
AD4C,Buffet ,0.0,0.0
C8EE,Snack ,30.873988,75.842739
A195,Buffet ,12.975377,77.696664
4623,Snack ,12.972532,77.608179
5084,Drinks ,13.026279,80.174568
690B,Meal ,26.846156,75.8023
9825,Buffet ,23.374878,85.335739
775C,Snack ,12.323225,76.630028
C90E,Drinks ,25.45235,81.841889
792D,Snack ,11.022169,76.999594
778,Buffet ,13.026286,80.275235
ADD9,Meal ,12.934179,77.615797
8DA8,Drinks ,17.410371,78.437225
2B35,Buffet ,0.0,0.0
8F1B,Snack ,21.175104,72.804342
5539,Meal ,19.22384,72.841347
60C5,Snack ,10.994136,76.963303
B97F,Buffet ,11.001753,76.986241
590C,Meal ,10.994136,76.963303
5066,Meal ,18.569156,73.774723
A79,Drinks ,12.321214,76.621094
54B8,Meal ,22.311603,73.165012
D801,Meal ,0.0,0.0
6CBF,Meal ,12.310972,76.659264
7690,Drinks ,19.12663,72.829976
B435,Snack ,22.751234,75.88949
667F,Snack ,18.56245,73.916619
3907,Drinks ,13.045479,80.23311
AFCE,Meal ,22.75004,75.902847
3FD0,Snack ,22.745536,75.893106
1EC4,Buffet ,18.520016,73.830547
9C05,Drinks ,21.170798,72.790489
BAC1,Meal ,21.173493,72.801953
3511,Buffet ,13.091809,80.219104
DF33,Buffet ,15.303897,73.914336
656,Snack ,26.921411,75.793604
77D1,Snack ,26.956431,75.776649
8A3C,Buffet ,17.426228,78.407495
8AC2,Meal ,23.39925,85.390464
67CC,Meal ,23.416792,85.316842
DF21,Drinks ,27.16185,78.040165
6C27,Drinks ,12.981615,80.231598
B1A6,Drinks ,23.333017,85.3172
DEAE,Meal ,30.893234,75.82172
2696,Snack ,12.972532,77.608179
CD7,Drinks ,0.0,0.0
D2F3,Snack ,26.479108,80.315042
AD88,Snack ,12.972532,77.608179
605C,Meal ,22.310329,73.169083
73D1,Meal ,17.431668,78.408321
C2FA,Snack ,10.027364,76.308258
5ED8,Buffet ,22.725748,75.898497
4C0E,Drinks ,23.374989,85.335486
CCF,Buffet ,18.593481,73.785901
29CF,Buffet ,26.921411,75.793604
7C10,Drinks ,11.008638,76.984311
4317,Meal ,18.927584,72.832585
252A,Meal ,12.933284,77.615428
3510,Buffet ,0.0,0.0
E225,Buffet ,30.905562,75.832841
3A9F,Drinks ,26.902908,75.792934
696B,Drinks ,12.913041,77.683237
8C08,Meal ,0.0,0.0
DC35,Meal ,9.985497,76.276999
C88E,Drinks ,10.035573,76.336958
3AB8,Drinks ,18.543626,73.905101
E236,Buffet ,27.159795,78.04299
8E+18,Meal ,12.321214,76.621094
4C7,Snack ,21.183434,72.814492
5C0A,Meal ,23.353783,85.326967
7C30,Snack ,21.186608,72.794136
BC37,Drinks ,11.010375,76.95295
88D8,Snack ,11.010375,76.95295
5C76,Buffet ,13.02978,80.208812
D8B5,Snack ,15.585658,73.743606
83FF,Snack ,12.986047,80.218114
A3E8,Snack ,17.431477,78.40035
9074,Drinks ,21.173493,72.801953
2169,Drinks ,17.411028,78.329645
C88,Meal ,23.353783,85.326967
9CE8,Meal ,13.058616,80.264151
DCE3,Meal ,22.5491,88.400467
6A7F,Drinks ,21.185047,72.80859
A0B7,Drinks ,12.325461,76.632278
2CA1,Buffet ,12.978453,77.643685
93DB,Buffet ,22.753839,75.897429
D82B,Meal ,0.0,0.0
8283,Buffet ,0.0,0.0
4C43,Meal ,22.310329,73.169083
4B11,Drinks ,12.323225,76.630028
343E,Drinks ,23.353783,85.326967
CF3F,Buffet ,30.885915,75.788259
8AAA,Drinks ,21.149569,72.772697
3DAD,Drinks ,19.131141,72.813074
2ED6,Snack ,17.451976,78.385883
C1C9,Buffet ,26.49095,80.318656
6471,Drinks ,13.054347,80.257221
B74A,Snack ,22.728163,75.884212
2674,Drinks ,21.160522,72.771477
8B9,Drinks ,13.026279,80.174568
7B0C,Buffet ,19.1093,72.825451
3FBF,Snack ,12.906229,77.596791
754F,Buffet ,21.175104,72.804342
5C9D,Buffet ,26.90519,75.810753
1F38,Buffet ,18.51421,73.838429
4D3C,Snack ,0.0,0.0
253C,Buffet ,21.149669,72.772629
199C,Buffet ,12.981615,80.231598
A901,Meal ,0.0,0.0
B7A5,Drinks ,19.103249,72.846749
7C9F,Drinks ,17.458998,78.500366
8D73,Meal ,17.428294,78.404423
BD5E,Drinks ,11.021278,76.995017
A941,Snack ,23.374878,85.335739
C5D8,Drinks ,9.957144,76.296783
1290,Snack ,26.90294,75.793007
5B9B,Snack ,23.354422,85.3329
2386,Meal ,22.311358,73.164798
5DE6,Buffet ,12.975377,77.696664
8CB4,Snack ,12.933298,77.614293
4A13,Buffet ,0.0,0.0
BEA8,Meal ,26.90294,75.793007
D03E,Meal ,15.506205,73.766668
C76,Snack ,11.003681,76.975525
9463,Snack ,12.323225,76.630028
706B,Meal ,19.207222,72.972281
A68C,Meal ,0.0,0.0
83CD,Buffet ,12.906229,77.596791
C439,Buffet ,15.556561,73.763633
8D88,Drinks ,22.751234,75.88949
D22E,Meal ,19.878028,75.317475
91F4,Drinks ,23.357804,85.325146
26C8,Snack ,13.026286,80.275235
6261,Drinks ,11.003669,76.976494
D56C,Drinks ,0.0,0.0
4165,Drinks ,12.939496,77.625999
B35F,Buffet ,22.745536,75.893106
7522,Buffet ,0.0,0.0
E0D7,Snack ,0.0,0.0
AE5D,Drinks ,12.311072,76.654878
7611,Buffet ,11.024839,77.007003
CF7E,Meal ,15.556561,73.763633
DA83,Buffet ,15.498603,73.826911
51D2,Buffet ,13.005801,80.250744
4D4C,Drinks ,23.351489,85.324253
1A3C,Buffet ,22.761226,75.887522
D1FE,Meal ,23.218998,77.373573
A16E,Buffet ,22.311358,73.164798
63DC,Drinks ,0.0,0.0
1D9A,Drinks ,11.022298,76.998349
288F,Drinks ,13.029198,77.570997
9BCF,Snack ,22.727021,75.884167
9BC7,Buffet ,19.121999,72.908493
66C0,Drinks ,23.355164,85.324097
E230,Drinks ,25.454648,81.834502
E1DB,Buffet ,22.552996,88.35231
966F,Meal ,22.745049,75.892471
BCD0,Buffet ,23.39925,85.390464
48F6,Snack ,12.334022,76.618203
364A,Buffet ,21.149834,72.778666
C25F,Drinks ,23.266261,77.379605
BF0F,Buffet ,-30.372202,-78.077151
C7B3,Meal ,27.165108,78.015053
9630,Meal ,22.725748,75.898497
5F1,Meal ,-12.972793,80.249982
CE82,Snack ,30.873988,75.842739
267C,Drinks ,12.979096,77.640625
DBE7,Drinks ,26.483672,80.320708
DDF6,Buffet ,19.875908,75.358888
4F2C,Drinks ,21.160437,72.774209
A623,Buffet ,19.091458,72.827808
756,Snack ,22.308096,73.167753
AFF7,Meal ,18.546947,73.900626
A7BB,Meal ,19.103249,72.846749
6AB7,Meal ,12.970324,77.645748
61D6,Meal ,26.910262,75.783013
D358,Meal ,19.875522,75.367127
66D6,Buffet ,13.045479,80.23311
129B,Buffet ,0.0,0.0
D070,Drinks ,27.160832,78.011608
223F,Buffet ,19.131141,72.813074
7E5E,Snack ,0.0,0.0
CF3D,Drinks ,30.362686,78.06889
C2E6,Snack ,15.506205,73.766668
46C2,Meal ,18.55144,73.804855
84B3,Meal ,21.175975,72.795503
6535,Drinks ,11.001753,76.986241
A7AA,Snack ,26.891191,75.802083
C0D2,Buffet ,-25.449872,81.836167
BE20,Buffet ,18.546258,73.904337
2BDF,Meal ,18.546947,73.900626
A21B,Meal ,12.297954,76.665169
54F,Drinks ,-18.569156,73.774723
23B0,Meal ,11.003669,76.976494
AE6F,Snack ,0.0,0.0
1024,Drinks ,23.357804,85.325146
B1A3,Buffet ,21.157729,72.768726
B70B,Buffet ,22.725748,75.898497
2C73,Buffet ,26.88842,75.800689
D52C,Meal ,0.0,0.0
4233,Snack ,13.045479,80.23311
3.1E+02,Meal ,12.913041,77.683237
B989,Drinks ,22.725835,75.887648
30A7,Drinks ,19.131141,72.813074
930F,Buffet ,21.160437,72.774209
D9D1,Snack ,25.443994,81.860187
92DB,Drinks ,26.913483,75.803139
9F73,Meal ,12.98041,77.640489
54F8,Meal ,12.972161,77.596014
AC93,Drinks ,21.185047,72.80859
579C,Snack ,12.325461,76.632278
8187,Buffet ,17.422819,78.449578
57AC,Drinks ,21.149834,72.778666
76A0,Snack ,12.986047,80.218114
3D24,Snack ,11.010375,76.95295
48E,Snack ,-18.546258,-73.904337
6.3E+09,Buffet ,18.536562,73.896485
C45D,Snack ,0.0,0.0
4D40,Snack ,18.546258,73.904337
7C7F,Snack ,17.428294,78.404423
918,Buffet ,17.429585,78.392621
4994,Meal ,18.994237,72.825553
80BB,Buffet ,11.001753,76.986241
7269,Buffet ,22.311844,73.165081
85D8,Snack ,12.311072,76.654878
2DFB,Buffet ,22.761593,75.886362
8FF1,Buffet ,18.554382,73.798206
B6ED,Snack ,13.022394,80.242439
AB9B,Drinks ,19.221315,72.862381
4EDD,Buffet ,13.091809,80.219104
1F0F,Buffet ,23.351489,85.324253
A310,Snack ,22.32,73.17
1EBF,Snack ,11.001852,76.976268
8A6B,Snack ,12.979166,77.640709
ED4,Buffet ,10.96185,76.971082
A607,Drinks ,13.066762,80.251865
4480,Drinks ,19.103249,72.846749
38D5,Drinks ,17.424114,78.347554
4D36,Snack ,12.972793,80.249982
57B9,Snack ,18.546947,73.900626
2004,Meal ,18.536562,73.896485
80D2,Snack ,26.905287,75.794592
3189,Drinks ,11.021278,76.995017
C342,Drinks ,26.482419,80.320939
1A32,Meal ,18.56245,73.916619
5FDD,Meal ,12.939496,77.625999
7249,Buffet ,11.000762,76.981876
C214,Drinks ,25.45235,81.841889
934,Meal ,13.044694,80.26147
BFDE,Drinks ,0.0,0.0
B6F5,Buffet ,21.183434,72.814492
C551,Buffet ,30.885814,75.786976
5277,Buffet ,22.651847,75.881991
5.4E+02,Meal ,23.359407,85.325055
208A,Buffet ,12.981615,80.231598
583,Meal ,22.310526,73.170937
5B17,Snack ,23.359407,85.325055
CD6A,Meal ,27.16185,78.040165
43EB,Meal ,12.326356,76.619103
8353,Snack ,22.310237,73.158921
B97A,Meal ,26.911927,75.797282
9ECF,Drinks ,11.001852,76.976268
506,Meal ,-17.429585,-78.392621
D189,Buffet ,15.49395,73.827423
3.9E+06,Drinks ,18.994049,72.825203
1479,Snack ,18.533811,73.899315
1429,Buffet ,12.933284,77.615428
625D,Meal ,13.064181,80.236442
57B2,Drinks ,12.914264,77.6784
7CFD,Drinks ,12.323225,76.630028
900F,Drinks ,12.986047,80.218114
5436,Snack ,12.934365,77.616155
946B,Buffet ,23.357804,85.325146
8FF8,Snack ,18.593481,73.785901
5B24,Snack ,11.024839,77.007003
3A87,Buffet ,21.17106,72.789292
C652,Drinks ,25.45235,81.841889
C841,Drinks ,27.201725,78.007553
92D4,Drinks ,26.913987,75.752891
CB18,Meal ,15.516833,73.768172
BE02,Drinks ,12.978453,77.643685
7AC2,Buffet ,18.530963,73.828972
68BE,Drinks ,13.091809,80.219104
5354,Drinks ,11.000762,76.981876
9F8B,Meal ,18.520016,73.830547
A686,Snack ,26.911378,75.789034
7511,Buffet ,12.352058,76.60665
BBB3,Drinks ,12.321214,76.621094
7F07,Buffet ,11.021278,76.995017
51B0,Snack ,12.326356,76.619103
73A3,Meal ,19.221315,72.862381
99EF,Buffet ,21.149569,72.772697
C223,Buffet ,30.88722,75.804893
ADAC,Snack ,0.0,0.0
17AB,Drinks ,23.353783,85.326967
82A0,Snack ,11.008638,76.984311
556D,Snack ,18.593481,73.785901
8B51,Meal ,23.357804,85.325146
774C,Meal ,26.905287,75.794592
A288,Drinks ,26.914142,75.805704
DB93,Buffet ,9.982834,76.283268
53FF,Snack ,22.728163,75.884212
CE06,Buffet ,27.163303,78.057044
148A,Drinks ,26.891191,75.802083
DD76,Snack ,22.547186,88.35068
6754,Meal ,12.323978,76.627961
9527,Drinks ,13.086438,80.220672
A9B4,Snack ,22.745536,75.893106
A120,Snack ,12.934365,77.616155
4D89,Meal ,21.149834,72.778666
4C68,Meal ,21.185047,72.80859
1ABC,Buffet ,12.284747,76.625861
609C,Buffet ,0.0,0.0
1C84,Snack ,19.12663,72.829976
9.3E+03,Drinks ,11.000762,76.981876
2388,Snack ,21.149834,72.778666
1CB1,Meal ,22.751234,75.88949
A6B1,Buffet ,21.157735,72.768778
7F9D,Meal ,0.0,0.0
34C5,Meal ,12.979096,77.640625
2059,Drinks ,18.516216,73.842527
2BAE,Buffet ,12.979166,77.640709
6AE3,Snack ,23.374989,85.335486
DBC2,Snack ,9.960846,76.293936
CC03,Buffet ,0.0,0.0
15D0,Buffet ,0.0,0.0
C52F,Drinks ,30.335259,78.053162
C27D,Drinks ,25.451646,81.832796
8D0A,Buffet ,12.323225,76.630028
B8CD,Snack ,21.17106,72.789292
E1B4,Snack ,27.163303,78.057044
1C66,Buffet ,26.911378,75.789034
2B4C,Meal ,18.593481,73.785901
38D0,Drinks ,22.310237,73.158921
4BEE,Drinks ,0.0,0.0
D2BE,Snack ,30.893244,75.821817
9E4C,Drinks ,22.725748,75.898497
487C,Snack ,21.17106,72.789292
8D5,Meal ,18.563934,73.915367
CF4A,Drinks ,0.0,0.0
63FD,Drinks ,17.458998,78.500366
4ECA,Meal ,26.90294,75.793007
8FF9,Meal ,17.45971,78.368855
82C6,Buffet ,12.316967,76.603067
5486,Buffet ,11.022298,76.998349
2765,Drinks ,21.183434,72.814492
AF5F,Buffet ,0.0,0.0
AC8C,Meal ,26.902908,75.792934
4BD,Meal ,17.45971,78.368855
B16A,Meal ,12.284747,76.625861
7068,Meal ,10.96185,76.971082
DA7F,Meal ,30.890184,75.829615
1436,Snack ,13.066762,80.251865
C599,Snack ,0.0,0.0
1CAD,Meal ,23.355164,85.324097
190E,Drinks ,17.424114,78.347554
3EE1,Meal ,18.593481,73.785901
DC3B,Snack ,30.88722,75.804893
965,Buffet ,19.065838,72.832658
845,Buffet ,21.15276,72.778059
C063,Buffet ,-22.553227,88.353273
B58A,Meal ,12.311072,76.654878
9DD9,Buffet ,12.323978,76.627961
2DB0,Buffet ,17.455894,78.375467
4E+71,Drinks ,18.994237,72.825553
223D,Meal ,17.458998,78.500366
106C,Buffet ,13.026279,80.174568
669A,Drinks ,23.359407,85.325055
2D31,Drinks ,11.022298,76.998349
4E+20,Drinks ,22.725835,75.887648
1595,Meal ,22.308096,73.167753
9211,Meal ,12.326356,76.619103
5EA,Drinks ,-22.761593,75.886362
4490,Snack ,19.12663,72.829976
D36D,Snack ,15.576683,73.75575
85FC,Drinks ,12.939496,77.625999
E00,Drinks ,18.994237,72.825553
8901,Meal ,0.0,0.0
9FB3,Meal ,12.284747,76.625861
D61,Snack ,26.913483,75.803139
7612,Drinks ,17.458998,78.500366
2A7B,Buffet ,22.310329,73.169083
95EE,Meal ,21.186884,72.793616
9EDF,Snack ,22.32,73.17
6110,Buffet ,26.902328,75.794257
77B,Drinks ,13.064181,80.236442
2465,Meal ,12.986047,80.218114
5D11,Meal ,12.3085,76.665808
B3EE,Buffet ,26.892312,75.806896
6B5E,Meal ,12.3085,76.665808
5F3B,Drinks ,22.732225,75.874765
D3A6,Drinks ,26.463504,80.372929
3E+49,Snack ,12.325461,76.632278
9897,Drinks ,22.728163,75.884212
D3CC,Snack ,30.895204,75.822103
19EA,Meal ,11.024839,77.007003
7C31,Meal ,11.001852,76.976268
8290,Meal ,12.337978,76.616792
CFAD,Meal ,22.552996,88.35231
3CE6,Drinks ,17.426228,78.407495
B81F,Drinks ,12.299524,76.64262
5641,Meal ,22.311603,73.165012
D0A0,Buffet ,0.0,0.0
50EC,Meal ,0.0,0.0
7AB2,Drinks ,13.022394,80.242439
C937,Meal ,0.0,0.0
25BE,Buffet ,19.103249,72.846749
2CCF,Meal ,21.170798,72.790489
6688,Snack ,26.913987,75.752891
8184,Snack ,23.353783,85.326967
17F4,Meal ,17.429585,78.392621
ADBB,Snack ,0.0,0.0
8A14,Snack ,21.160522,72.771477
C29A,Buffet ,0.0,0.0
6A91,Buffet ,17.455894,78.375467
40EE,Buffet ,12.299524,76.64262
6661,Snack ,0.0,0.0
4E+83,Meal ,17.411028,78.329645
9649,Snack ,22.753839,75.897429
1CFE,Snack ,11.025083,77.015393
95D0,Meal ,21.157735,72.768778
57F5,Drinks ,26.956431,75.776649
2527,Meal ,13.081878,80.248519
D2BC,Meal ,30.366322,78.070453
93B8,Meal ,17.430448,78.418213
56C8,Meal ,17.433809,78.386744
BC3C,Drinks ,12.935662,77.61413
4523,Buffet ,22.753839,75.897429
6805,Drinks ,21.185047,72.80859
D0A4,Buffet ,0.0,0.0
F4E,Meal ,17.41233,78.449654
36A2,Meal ,12.933284,77.615428
B6A5,Drinks ,17.428294,78.404423
3F8C,Drinks ,11.016298,76.972076
199A,Meal ,22.745536,75.893106
374F,Drinks ,12.979166,77.640709
76EE,Snack ,17.431477,78.40035
5D56,Meal ,17.458998,78.500366
DCD,Drinks ,13.081878,80.248519
43F9,Meal ,10.96185,76.971082
1D24,Buffet ,22.695207,75.866059
BF2A,Buffet ,19.876994,75.372353
7F25,Snack ,22.732225,75.874765
9FD5,Meal ,12.914264,77.6784
C4BC,Buffet ,15.561295,73.749478
520C,Snack ,18.533811,73.899315
28ED,Snack ,13.005801,80.250744
684,Meal ,26.905287,75.794592
5681,Snack ,12.316967,76.603067
DFB8,Meal ,25.449659,81.839744
5D33,Snack ,12.933298,77.614293
D046,Drinks ,22.515082,88.36783
D811,Snack ,30.327968,78.046106
FBD,Drinks ,12.323225,76.630028
5CA4,Meal ,26.956431,75.776649
8324,Meal ,11.021278,76.995017
A327,Drinks ,21.17106,72.789292
3347,Snack ,22.725835,75.887648
A12F,Drinks ,22.761593,75.886362
573C,Drinks ,13.054347,80.257221
15D6,Drinks ,18.592718,73.773572
7116,Drinks ,11.000762,76.981876
36FE,Snack ,13.02978,80.208812
C8D3,Snack ,26.482581,80.315628
BB41,Buffet ,12.972161,77.596014
2E+67,Drinks ,22.722634,75.886959
2CCC,Snack ,19.207222,72.972281
A9B2,Meal ,22.695207,75.866059
7603,Meal ,11.008638,76.984311
851F,Drinks ,21.186608,72.794136
74BA,Drinks ,11.003681,76.975525
76FA,Snack ,21.149569,72.772697
3845,Snack ,11.003681,76.975525
3210,Drinks ,18.554382,73.798206
7DD6,Drinks ,23.355164,85.324097
D248,Drinks ,23.211529,77.419399
6630,Meal ,26.902908,75.792934
3.5E+08,Meal ,23.357804,85.325146
6515,Buffet ,23.351058,85.325731
4511,Meal ,17.430448,78.418213
250F,Drinks ,17.424114,78.347554
7D48,Snack ,18.520016,73.830547
DA9,Buffet ,11.006686,76.951736
4.4E+03,Snack ,22.725835,75.887648
B16E,Buffet ,26.849596,75.800512
252E,Meal ,23.351489,85.324253
C326,Snack ,15.496162,73.825364
1007,Drinks ,12.352058,76.60665
5EB5,Meal ,0.0,0.0
D8B8,Meal ,9.979186,76.317361
33C8,Buffet ,17.422819,78.449578
9C5F,Buffet ,12.934179,77.615797
76C,Snack ,23.359194,85.325447
2655,Snack ,12.972532,77.608179
9FD8,Snack ,23.355164,85.324097
B06C,Meal ,23.359033,85.325347
6F86,Snack ,26.956431,75.776649
6709,Snack ,26.956431,75.776649
40A3,Meal ,18.592718,73.773572
43F2,Drinks ,18.536718,73.830327
E08D,Buffet ,30.328174,78.049117
4B07,Snack ,0.0,0.0
DB78,Buffet ,22.538999,88.322337
99DA,Buffet ,21.186884,72.793616
6F59,Buffet ,22.75004,75.902847
D692,Drinks ,30.905562,75.832841
5CB9,Snack ,22.75004,75.902847
1C7C,Drinks ,23.351058,85.325731
118A,Buffet ,22.310237,73.158921
3A23,Buffet ,23.333017,85.3172
7662,Drinks ,12.323994,76.626167
ABB9,Drinks ,26.913726,75.75282
5507,Meal ,11.001852,76.976268
8135,Meal ,22.74806,75.8934
3BA0,Meal ,11.003669,76.976494
51DD,Meal ,22.727021,75.884167
22B5,Buffet ,12.975377,77.696664
A5A,Buffet ,22.732225,75.874765
46B7,Snack ,22.761226,75.887522
2B5B,Buffet ,19.221315,72.862381
6A63,Buffet ,22.751234,75.88949
D4CF,Buffet ,15.561295,73.749478
A2D7,Buffet ,11.006686,76.951736
7FD9,Buffet ,19.176269,72.836721
7B6D,Drinks ,13.066762,80.251865
C68E,Buffet ,25.451517,81.832616
D0AE,Drinks ,22.569367,88.433187
8E+15,Snack ,17.433809,78.386744
E1A4,Snack ,23.264015,77.408236
3997,Snack ,18.546947,73.900626
A15D,Snack ,11.008638,76.984311
AD0,Drinks ,13.081878,80.248519
B3BA,Meal ,11.010375,76.95295
D33C,Drinks ,10.003064,76.307589
4B8C,Meal ,19.103249,72.846749
6A84,Drinks ,19.091458,72.827808
DDBC,Drinks ,23.232537,77.429845
448C,Meal ,12.933298,77.614293
6EE6,Snack ,22.745536,75.893106
66D7,Snack ,18.51421,73.838429
BB4A,Snack ,22.651847,75.881991
BFEB,Meal ,9.988483,76.295211
88D6,Buffet ,17.455894,78.375467
B57C,Drinks ,26.910262,75.783013
9D22,Buffet ,11.001753,76.986241
76FB,Snack ,21.157735,72.768778
ABF2,Snack ,11.006686,76.951736
6FF2,Snack ,26.891191,75.802083
6D96,Buffet ,21.160522,72.771477
3F84,Buffet ,17.41233,78.449654
993C,Snack ,22.728163,75.884212
60C3,Snack ,12.978453,77.643685
7E+36,Snack ,21.160522,72.771477
19BC,Buffet ,18.536562,73.896485
C5E6,Meal ,25.450377,81.834236
69B4,Drinks ,12.914264,77.6784
38DA,Snack ,18.563934,73.915367
1F6F,Snack ,12.933298,77.614293
D80A,Snack ,27.165108,78.015053
D7D6,Snack ,15.576683,73.75575
