order_id,delivery_partner_id,delivery_location_latitude,delivery_location_longitude,time_taken_min
C2E4,ALHRES03DEL02,25.501517,81.882616,15.0
3B1D,MUMRES05DEL02,18.947584,72.852585,19.0
C359,AURGRES06DEL01,19.984449,75.470232,33.0
85CC,COIMBRES07DEL01,11.00185,77.011082,27.0
2007,MYSRES14DEL01,0.11,0.11,21.0
2756,SURRES03DEL01,21.296884,72.903616,11.0
CB5D,LUDHRES04DEL01,30.924057,75.84982,16.0
76CD,CHENRES05DEL02,13.108616,80.314151,28.0
C59B,AGRRES04DEL01,27.265928,78.068092,35.0
3988,MUMRES14DEL02,19.2013,72.856191,26.0
447E,VADRES16DEL01,0.04,0.04,26.0
A84E,JAPRES02DEL02,27.044142,75.935704,29.0
9910,MUMRES05DEL02,18.947584,72.852585,46.0
CD19,AGRRES07DEL03,27.190934,78.074095,21.0
85BD,PUNERES01DEL01,18.579156,73.784723,23.0
BD69,MYSRES16DEL01,12.386967,76.673067,35.0
7563,VADRES01DEL02,22.437898,73.297788,26.0
A1EB,MYSRES03DEL01,12.339524,76.68262,31.0
A89F,VADRES01DEL03,22.337898,73.197788,31.0
3129,JAPRES05DEL02,26.955287,75.844592,28.0
5A0A,PUNERES19DEL01,18.603935,73.955367,25.0
18EB,MUMRES13DEL01,19.288321,72.944715,41.0
5.7E+06,MUMRES02DEL01,19.261315,72.902381,19.0
6B3F,MYSRES20DEL02,12.467978,76.746792,17.0
5F03,JAPRES18DEL01,27.023987,75.862891,32.0
B1B5,VADRES17DEL01,0.11,0.11,40.0
D79E,KOCRES01DEL01,10.019363,76.325001,38.0
287D,SURRES03DEL02,21.206884,72.813616,21.0
BDB8,COIMBRES19DEL01,11.032298,77.008349,10.0
550C,COIMBRES17DEL01,11.136117,77.054652,31.0
9D8A,COIMBRES17DEL03,11.056117,76.974652,35.0
C066,ALHRES09DEL02,0.02,0.02,23.0
1D41,INDORES14DEL02,22.891593,76.016362,45.0
A4ED,COIMBRES17DEL02,11.076117,76.994652,34.0
7798,RANCHIRES15DEL01,23.439746,85.40982,32.0
7B00,INDORES01DEL03,22.755207,75.926059,32.0
B544,HYDRES05DEL03,17.463809,78.416744,24.0
5E2F,MYSRES07DEL01,12.365461,76.672278,32.0
9A7,SURRES06DEL03,21.215047,72.83859,53.0
9301,MYSRES12DEL03,12.314747,76.655861,25.0
AEE6,SURRES19DEL03,21.239669,72.862629,25.0
3EDC,RANCHIRES16DEL02,23.421292,85.377872,22.0
1E+23,SURRES09DEL02,21.305975,72.925503,16.0
520B,COIMBRES06DEL03,11.051278,77.025017,38.0
6744,PUNERES16DEL02,18.556718,73.850327,15.0
A7EB,RANCHIRES17DEL03,23.404878,85.365739,14.0
1629,VADRES20DEL01,22.381358,73.234798,38.0
3.3E+01,CHENRES01DEL02,13.085801,80.330744,20.0
5CD,VADRES17DEL01,0.04,0.04,32.0
2257,JAPRES17DEL02,26.972313,75.886896,22.0
ABA7,SURRES02DEL01,21.256608,72.864136,28.0
35AC,CHENRES13DEL03,13.117018,80.344791,15.0
549A,VADRES010DEL01,22.380329,73.239083,36.0
31C0,INDORES01DEL01,22.735207,75.906059,17.0
4E+59,SURRES15DEL02,21.210522,72.821477,21.0
1B9C,BANGRES17DEL03,13.032532,77.668179,14.0
1371,PUNERES11DEL03,18.623811,73.989315,35.0
54B0,PUNERES14DEL02,18.536216,73.862527,24.0
5C6,PUNERES05DEL03,18.573626,73.935101,13.0
8DA,MUMRES08DEL02,19.115838,72.882658,33.0
BF79,DEHRES03DEL01,30.375259,78.093162,13.0
3769,BANGRES03DEL01,13.049166,77.710709,19.0
4FB6,INDORES13DEL01,22.755049,75.902471,27.0
DB1F,GOARES02DEL03,15.675658,73.833606,40.0
3DAB,VADRES20DEL02,22.441358,73.294798,25.0
C697,KNPRES18DEL02,26.494133,80.3681,27.0
1C49,RANCHIRES09DEL03,23.441058,85.415731,21.0
BF97,DEHRES04DEL02,30.360722,78.080221,12.0
43F8,HYDRES02DEL02,17.49233,78.529654,48.0
60F7,PUNERES13DEL02,18.58245,73.936619,15.0
7D65,BANGRES03DEL02,12.999166,77.660709,23.0
2332,JAPRES12DEL02,27.032908,75.922934,36.0
2D8B,COIMBRES04DEL03,11.114839,77.097003,32.0
1355,RANCHIRES20DEL02,23.44925,85.440464,37.0
557F,SURRES12DEL03,21.243434,72.874492,22.0
B344,SURRES02DEL02,21.316608,72.924136,19.0
73BA,INDORES20DEL02,22.812225,75.954765,26.0
C814,DEHRES01DEL02,0.02,0.02,14.0
4B52,JAPRES03DEL02,26.963483,75.853139,17.0
CB22,AGRRES05DEL03,27.261725,78.067553,15.0
7456,BANGRES18DEL02,13.043041,77.813237,15.0
572F,MYSRES08DEL02,12.427954,76.795169,26.0
7BE3,COIMBRES08DEL01,11.011852,76.986268,23.0
ABC3,PUNERES07DEL03,18.636947,73.990626,16.0
6ED4,COIMBRES07DEL01,11.07185,77.081082,44.0
7A89,JAPRES19DEL03,26.943726,75.78282,16.0
8B81,VADRES02DEL03,0.06,0.06,17.0
949B,COIMBRES14DEL01,11.113681,77.085525,44.0
6D5A,PUNERES07DEL02,18.596947,73.950626,25.0
C43A,KOLRES20DEL02,22.534119,88.382504,26.0
4C94,COIMBRES16DEL01,11.120375,77.06295,15.0
8D3,INDORES20DEL02,22.752225,75.894765,23.0
CFBD,KOCRES16DEL01,10.073064,76.377589,18.0
AAD9,VADRES12DEL01,0.07,0.07,24.0
8356,VADRES15DEL01,0.04,0.04,34.0
874A,RANCHIRES14DEL01,0.04,0.04,29.0
5DA7,BANGRES01DEL02,12.953284,77.635428,25.0
1.4E+01,RANCHIRES07DEL03,23.419407,85.385055,19.0
ACBE,CHENRES04DEL02,13.04978,80.228812,27.0
7A0A,MUMRES12DEL02,19.337222,73.102281,21.0
8729,MUMRES18DEL01,19.2193,72.935451,37.0
4DAF,COIMBRES06DEL02,11.071278,77.045017,19.0
8A98,MUMRES11DEL03,19.084237,72.915553,38.0
AF4,PUNERES14DEL02,18.566216,73.892527,30.0
B1C,CHENRES13DEL02,13.047018,80.274791,18.0
2ECC,VADRES17DEL03,0.03,0.03,22.0
DF37,GOARES06DEL01,15.60155,73.789092,29.0
91A7,MYSRES13DEL03,12.370972,76.719264,19.0
4FF3,PUNERES16DEL03,18.566719,73.860327,15.0
5E+90,CHENRES09DEL02,13.064694,80.28147,13.0
D52D,LUDHRES07DEL01,0.01,0.01,24.0
C0F9,AGRRES06DEL03,0.03,0.03,29.0
CB3E,KNPRES07DEL02,26.602001,80.484002,26.0
3ED4,MUMRES09DEL02,19.014049,72.845203,18.0
95A,RANCHIRES01DEL02,23.546792,85.446842,32.0
AE40,INDORES12DEL03,22.77806,75.9234,25.0
80D3,JAPRES07DEL03,26.906536,75.977333,47.0
DD7C,ALHRES05DEL03,25.487687,81.865585,18.0
2AF3,SURRES02DEL01,21.256608,72.864136,34.0
22D1,BANGRES20DEL01,13.012161,77.636014,46.0
6F87,SURRES18DEL01,21.259834,72.888666,22.0
C0F0,KOCRES02DEL01,10.138047,76.420019,29.0
1CA4,BANGRES05DEL01,13.080324,77.755748,15.0
3E+39,MUMRES09DEL03,19.024049,72.855203,24.0
2575,CHENRES20DEL02,12.995996,80.241898,30.0
DCC2,AURGRES17DEL02,19.896994,75.392353,31.0
20DC,JAPRES14DEL03,26.91842,75.830689,36.0
BC41,RANCHIRES15DEL02,23.419746,85.38982,11.0
86EF,PUNERES05DEL01,18.653626,74.015101,39.0
B45A,MYSRES09DEL03,12.413194,76.720583,33.0
847B,VADRES07DEL03,0.09,0.09,35.0
A476,CHENRES05DEL02,13.108616,80.314151,25.0
1A0F,BANGRES13DEL03,12.965662,77.64413,29.0
7E3C,MYSRES05DEL01,12.393978,76.697961,31.0
B5C2,JAPRES19DEL01,26.923726,75.762821,15.0
CFB6,KOLRES03DEL01,22.536461,88.374453,21.0
59FF,RANCHIRES01DEL01,23.456792,85.356842,34.0
13CD,MYSRES18DEL02,12.387928,76.667889,36.0
5AB,CHENRES02DEL01,13.096438,80.230672,26.0
5CB,MUMRES09DEL02,19.014049,72.845203,18.0
5A94,INDORES15DEL02,22.890072,76.022574,26.0
77A3,VADRES11DEL03,22.338096,73.197753,15.0
B995,JAPRES15DEL01,27.001191,75.912083,23.0
3283,MYSRES18DEL01,12.447928,76.727889,44.0
5560,MUMRES010DEL03,19.033517,72.85765,32.0
71BD,MUMRES09DEL01,19.064049,72.895203,14.0
437E,COIMBRES08DEL01,11.071852,77.046268,44.0
55EA,MUMRES03DEL02,19.30384,72.921347,30.0
7EED,CHENRES15DEL02,13.046286,80.295235,29.0
C899,DEHRES09DEL03,30.362735,78.084222,23.0
843F,VADRES01DEL02,22.327898,73.187788,27.0
7F26,RANCHIRES14DEL02,0.05,0.05,25.0
C7D7,ALHRES16DEL01,25.490377,81.874236,28.0
4A89,HYDRES03DEL01,17.492819,78.519578,32.0
80F2,INDORES12DEL02,22.76806,75.9134,19.0
A6D7,COIMBRES01DEL02,11.036298,76.992076,22.0
5CF,VADRES02DEL02,0.05,0.05,13.0
9C1A,COIMBRES11DEL02,11.051753,77.036241,17.0
D1FD,ALHRES08DEL03,25.480329,81.864279,32.0
B288,SURRES06DEL03,21.215047,72.83859,17.0
893E,JAPRES14DEL03,26.91842,75.830689,15.0
B460,MYSRES01DEL01,12.321072,76.664878,16.0
36EC,MUMRES17DEL01,19.231999,73.018493,17.0
CD7F,KOLRES02DEL01,22.554585,88.43331,34.0
88A9,JAPRES11DEL02,26.95294,75.843007,16.0
C46C,ALHRES14DEL01,25.569775,81.944841,25.0
192C,MUMRES05DEL01,18.937584,72.842585,18.0
7FA,COIMBRES06DEL03,11.081278,77.055017,18.0
C3CE,KOCRES07DEL03,10.045697,76.341128,11.0
E10C,ALHRES12DEL03,25.503994,81.920187,14.0
6427,VADRES03DEL03,22.38,73.23,16.0
2787,HYDRES16DEL01,17.550827,78.503391,39.0
D1D3,KOCRES14DEL03,10.087014,76.368053,29.0
1DC3,MUMRES03DEL02,19.30384,72.921347,36.0
8921,PUNERES19DEL01,18.633934,73.985367,31.0
B0E6,JAPRES08DEL01,26.980262,75.853013,21.0
AF32,JAPRES04DEL02,26.952328,75.844257,20.0
3AF5,VADRES19DEL03,22.341844,73.195081,15.0
4F6F,RANCHIRES04DEL01,23.429033,85.395347,19.0
4DEB,MYSRES05DEL02,12.453978,76.757961,24.0
3CFD,COIMBRES18DEL03,11.08091,77.000432,23.0
7F29,INDORES15DEL02,22.890072,76.022574,47.0
C1B7,KOCRES04DEL02,10.046783,76.322981,21.0
9A30,INDORES09DEL02,22.745835,75.907648,12.0
87CC,INDORES010DEL01,22.76004,75.912847,34.0
5CD2,MUMRES13DEL03,19.238321,72.894715,17.0
2B58,SURRES02DEL03,21.216608,72.824136,30.0
2E5B,PUNERES18DEL01,18.703481,73.895901,18.0
5072,VADRES19DEL03,22.401844,73.255081,53.0
488E,PUNERES14DEL01,18.626216,73.952527,31.0
7ACA,VADRES010DEL02,22.390329,73.249083,13.0
5700,JAPRES04DEL03,26.992328,75.884257,25.0
D982,AURGRES19DEL01,19.906969,75.358894,33.0
61B,INDORES15DEL02,22.810072,75.942574,27.0
38D7,BANGRES20DEL01,12.982161,77.606014,19.0
BD38,RANCHIRES01DEL01,23.526792,85.426842,41.0
5302,PUNERES14DEL02,18.596216,73.922527,37.0
7B2E,JAPRES17DEL03,26.982312,75.896896,24.0
3457,BANGRES010DEL03,12.993298,77.674293,23.0
AA26,JAPRES02DEL02,26.964142,75.855704,29.0
C89,BANGRES08DEL01,12.976229,77.666791,38.0
C01A,DEHRES13DEL02,30.386322,78.090453,24.0
1046,HYDRES14DEL01,17.466228,78.447495,23.0
C5DA,KOCRES13DEL01,10.101703,76.403136,25.0
DFCD,AGRRES01DEL02,27.241661,78.091544,42.0
DDDF,BHPRES18DEL01,23.344631,77.511663,46.0
400B,MUMRES01DEL03,19.15663,72.859976,23.0
2D67,CHENRES16DEL01,13.089645,80.282268,13.0
307E,SURRES03DEL01,21.256884,72.863616,22.0
D4BD,KOCRES02DEL02,10.158047,76.440019,36.0
3984,SURRES12DEL03,21.273434,72.904492,16.0
4547,MYSRES03DEL03,12.359524,76.70262,22.0
3A7E,MYSRES20DEL01,12.447978,76.726792,26.0
28F9,JAPRES13DEL02,26.926156,75.8823,25.0
60A1,HYDRES20DEL02,17.613216,78.682111,22.0
D56D,BHPRES010DEL02,23.316261,77.429605,19.0
B4F0,MYSRES12DEL01,12.354747,76.695861,37.0
A9AD,COIMBRES13DEL01,11.073669,77.046494,15.0
4A28,SURRES16DEL02,21.290437,72.904209,24.0
A4AA,SURRES14DEL02,21.177729,72.788726,33.0
583C,MUMRES11DEL02,19.044237,72.875553,24.0
B4D5,INDORES17DEL03,22.821226,75.947522,17.0
B10B,CHENRES01DEL02,13.055801,80.300744,25.0
A355,MYSRES09DEL01,12.393194,76.700583,21.0
D9CD,KOCRES02DEL02,10.048047,76.330019,25.0
70B5,CHENRES17DEL01,13.055479,80.24311,19.0
1E+21,MYSRES06DEL01,12.363994,76.666167,25.0
5ECE,BANGRES06DEL01,13.049096,77.710625,41.0
3E+12,HYDRES19DEL03,17.518998,78.560366,18.0
B024,PUNERES06DEL02,18.566258,73.924337,19.0
117B,RANCHIRES01DEL01,23.486792,85.386842,29.0
A8EE,VADRES11DEL03,22.398096,73.257753,21.0
D3E0,AURGRES11DEL02,0.05,0.05,10.0
1C70,CHENRES08DEL03,13.112394,80.332439,18.0
1B29,HYDRES17DEL01,17.491976,78.425883,29.0
6BCC,HYDRES14DEL02,17.556228,78.537495,19.0
9B7E,MUMRES19DEL03,19.221141,72.903074,19.0
6B0F,INDORES16DEL02,22.794648,75.944377,26.0
BBD 1.00,PUNERES13DEL02,18.64245,73.996619,27.0
52AB,CHENRES03DEL03,13.121809,80.249104,15.0
3754,JAPRES07DEL03,26.826536,75.897333,18.0
32AD,JAPRES010DEL02,27.001411,75.873604,45.0
BE03,COIMBRES01DEL01,11.086298,77.042076,42.0
CAB5,KOCRES03DEL03,10.050683,76.340631,21.0
45CB,SURRES010DEL01,21.24106,72.859292,38.0
94C,MUMRES18DEL03,19.1993,72.915451,39.0
D77D,AURGRES02DEL01,0.01,0.01,28.0
4CD1,MYSRES05DEL02,12.343978,76.647961,22.0
C536,DEHRES03DEL03,30.365259,78.083162,26.0
1BAF,INDORES07DEL01,22.732634,75.896959,20.0
94A6,PUNERES14DEL03,18.576216,73.902527,48.0
C898,BHPRES05DEL01,23.324459,77.544976,35.0
31F8,INDORES18DEL01,22.763838,75.907429,15.0
C070,GOARES010DEL02,15.566594,73.780431,18.0
6CED,MYSRES01DEL02,12.441072,76.784878,21.0
8F16,CHENRES11DEL02,13.084181,80.256442,25.0
6827,BANGRES17DEL01,13.012532,77.648179,29.0
C52E,ALHRES20DEL01,25.464697,81.844492,10.0
C36B,AGRRES09DEL02,0.02,0.02,14.0
DDD7,KOCRES19DEL02,9.980846,76.313936,21.0
9232,HYDRES010DEL02,17.478294,78.454423,21.0
A6FA,INDORES03DEL02,22.771857,75.886699,29.0
7B01,INDORES13DEL02,22.795049,75.942471,35.0
4FAF,RANCHIRES08DEL02,23.433783,85.406967,41.0
90FE,MUMRES18DEL02,19.1293,72.845451,32.0
5EF7,PUNERES06DEL02,18.676258,74.034337,36.0
BAA3,HYDRES17DEL01,17.461976,78.395883,10.0
6250,PUNERES14DEL01,18.526216,73.852527,18.0
8892,INDORES03DEL02,22.881857,75.996699,44.0
B2E8,MYSRES03DEL03,12.359524,76.70262,39.0
2B1F,BANGRES01DEL01,12.973284,77.655428,19.0
C9D4,AGRRES02DEL01,0.07,0.07,48.0
5805,CHENRES12DEL01,13.042793,80.319982,17.0
6870,VADRES04DEL03,0.03,0.03,19.0
AAD2,VADRES11DEL02,22.438096,73.297753,23.0
C6FF,LUDHRES19DEL02,30.952872,75.876808,14.0
5794,HYDRES08DEL03,17.468263,78.427865,14.0
D5D6,KOLRES05DEL03,22.557893,88.398628,17.0
60A4,CHENRES07DEL02,13.131878,80.298519,26.0
58BC,RANCHIRES05DEL02,23.435164,85.404097,36.0
5AE8,PUNERES04DEL02,18.53421,73.858429,22.0
DD25,KNPRES18DEL02,26.604133,80.4781,19.0
AE5F,HYDRES05DEL03,17.523809,78.476744,37.0
647,BANGRES11DEL01,13.004365,77.686155,19.0
1914,CHENRES16DEL02,13.099645,80.292268,33.0
5369,COIMBRES15DEL02,11.086686,77.031736,22.0
B0D,SURRES08DEL01,21.243343,72.862731,36.0
866F,MYSRES02DEL02,12.434569,76.773622,27.0
2E7A,SURRES09DEL02,21.305975,72.925503,15.0
C4F1,LUDHRES02DEL01,0.11,0.11,25.0
B57F,MYSRES17DEL03,12.416356,76.709103,37.0
468C,MUMRES11DEL02,19.124237,72.955553,34.0
DCE0,KOCRES05DEL01,10.080717,76.395447,37.0
6ED5,RANCHIRES07DEL02,23.379407,85.345055,27.0
12D5,PUNERES16DEL01,18.546719,73.840328,16.0
24F0,SURRES010DEL02,21.25106,72.869292,39.0
144B,VADRES07DEL02,0.02,0.02,29.0
5DA8,VADRES14DEL01,22.351603,73.205012,29.0
5487,VADRES15DEL02,0.08,0.08,36.0
5962,MUMRES04DEL01,19.294567,72.888923,25.0
985D,PUNERES18DEL03,18.683481,73.875901,31.0
B716,HYDRES12DEL03,17.519585,78.482621,46.0
7AEE,CHENRES17DEL02,13.125479,80.31311,24.0
8ED4,COIMBRES18DEL01,11.03091,76.950432,21.0
8C40,CHENRES11DEL01,13.074181,80.246442,27.0
2E+21,INDORES02DEL01,22.691847,75.921991,18.0
7BD8,VADRES05DEL03,22.370526,73.230937,27.0
C2F7,LUDHRES12DEL02,30.913244,75.841817,14.0
76F5,HYDRES15DEL02,17.47971,78.388855,38.0
8E+35,JAPRES01DEL02,26.95519,75.860753,18.0
20ED,SURRES16DEL01,21.200437,72.814209,18.0
3332,HYDRES02DEL02,17.49233,78.529654,43.0
9F5C,HYDRES04DEL03,17.471028,78.389645,28.0
96FF,JAPRES12DEL02,27.032908,75.922934,15.0
75F1,INDORES05DEL03,22.817021,75.974167,40.0
3046,COIMBRES01DEL03,11.106298,77.062076,25.0
8024,SURRES19DEL01,21.219669,72.842629,33.0
B0D4,COIMBRES14DEL02,11.023681,76.995525,19.0
3DFD,JAPRES17DEL01,26.932312,75.846896,38.0
15FE,MYSRES02DEL03,12.364569,76.703622,35.0
38F7,INDORES16DEL02,22.824648,75.974377,44.0
AF02,CHENRES20DEL02,13.025996,80.271898,10.0
A2B0,RANCHIRES12DEL01,0.07,0.07,17.0
7A6F,CHENRES05DEL02,13.078616,80.284151,19.0
9F6F,MUMRES16DEL03,19.180083,72.967385,29.0
6A43,MYSRES05DEL01,12.363978,76.667961,23.0
51DE,COIMBRES20DEL01,11.034136,77.003303,39.0
32D6,RANCHIRES11DEL01,23.469194,85.435447,27.0
7EB6,MYSRES04DEL02,12.3585,76.715808,34.0
C435,AURGRES09DEL02,19.954103,75.448419,34.0
6809,HYDRES05DEL02,17.483809,78.436744,25.0
46DB,COIMBRES09DEL01,11.048638,77.024311,17.0
6C78,BANGRES07DEL01,12.988453,77.653685,22.0
2DCE,PUNERES13DEL01,18.67245,74.026619,53.0
9585,JAPRES06DEL01,27.021927,75.907282,28.0
D2EC,GOARES18DEL03,15.58395,73.917423,28.0
BE32,SURRES15DEL02,21.180522,72.791477,20.0
6DCF,CHENRES13DEL02,13.077018,80.304791,21.0
1656,CHENRES19DEL03,13.016047,80.248114,33.0
21FC,BANGRES03DEL02,12.999166,77.660709,31.0
7CA2,JAPRES16DEL01,26.889596,75.840512,15.0
1242,MYSRES09DEL01,12.433194,76.740583,17.0
905,PUNERES14DEL02,18.596216,73.922527,33.0
B219,JAPRES02DEL03,26.974142,75.865704,46.0
8C17,HYDRES18DEL02,17.530851,78.459347,26.0
CCEE,AGRRES010DEL01,27.273303,78.167044,22.0
22D0,SURRES01DEL01,21.226438,72.834115,38.0
D45,JAPRES02DEL03,27.004142,75.895704,32.0
BC0F,MUMRES18DEL03,19.1693,72.885451,28.0
3DA7,PUNERES010DEL01,18.609299,73.967902,31.0
FD2,HYDRES14DEL01,17.536228,78.517495,24.0
8C7A,PUNERES17DEL02,18.660963,73.958972,20.0
3E+94,MYSRES14DEL03,0.06,0.06,33.0
7B7D,RANCHIRES18DEL02,23.431489,85.404253,40.0
25F3,COIMBRES18DEL02,11.04091,76.960432,19.0
CBD1,AURGRES11DEL03,0.09,0.09,43.0
A9D8,RANCHIRES07DEL02,23.489407,85.455055,36.0
5E+02,MYSRES05DEL02,12.343978,76.647961,18.0
C26E,KOCRES16DEL02,10.083064,76.387589,17.0
2E0C,BANGRES20DEL03,13.032161,77.656014,23.0
C40,JAPRES20DEL01,26.966431,75.786649,21.0
135E,BANGRES18DEL03,12.943041,77.713237,23.0
C337,KOCRES17DEL03,9.989778,76.326106,23.0
9271,COIMBRES20DEL01,11.004136,76.973303,17.0
51A9,VADRES15DEL03,0.09,0.09,15.0
A574,JAPRES16DEL01,26.889596,75.840512,16.0
2772,INDORES14DEL02,22.781593,75.906362,30.0
B383,MUMRES07DEL02,19.111458,72.847808,19.0
C395,ALHRES05DEL01,25.497687,81.875585,26.0
8064,MUMRES09DEL03,19.054049,72.885203,22.0
167B,SURRES13DEL01,21.240096,72.859122,32.0
DA6F,ALHRES02DEL01,25.463436,81.843167,27.0
305B,HYDRES18DEL01,17.560851,78.489347,16.0
14F5,MYSRES06DEL02,12.403994,76.706167,18.0
CBCC,DEHRES010DEL01,30.398174,78.119117,15.0
AFB3,CHENRES13DEL02,13.107018,80.334791,30.0
12D2,MUMRES13DEL01,19.218321,72.874715,27.0
9570,BANGRES18DEL03,12.973041,77.743237,25.0
5290,RANCHIRES14DEL02,0.05,0.05,19.0
40C0,HYDRES15DEL03,17.51971,78.428855,19.0
C7D9,KOLRES09DEL01,22.525082,88.37783,21.0
8E+04,BANGRES16DEL03,13.119198,77.660997,27.0
1C02,INDORES04DEL02,22.833659,75.983365,27.0
BEE8,BANGRES04DEL01,13.02041,77.680489,27.0
D713,AURGRES11DEL01,0.04,0.04,28.0
2CF9,INDORES20DEL01,22.842225,75.984765,36.0
A30C,CHENRES05DEL03,13.148616,80.354151,22.0
D6E7,BHPRES03DEL01,23.284294,77.505361,22.0
C2B3,AGRRES02DEL01,0.01,0.01,34.0
3FAC,PUNERES010DEL03,18.599299,73.957902,14.0
7F17,SURRES12DEL02,21.263434,72.894492,35.0
2CF5,PUNERES17DEL01,18.570963,73.868972,34.0
9218,INDORES04DEL02,22.833659,75.983365,21.0
56B6,CHENRES01DEL02,13.135801,80.380744,36.0
5E0A,BANGRES03DEL01,13.089166,77.750709,16.0
5E5F,MUMRES19DEL01,19.14114,72.823074,10.0
AAF5,PUNERES08DEL02,18.58408,73.94852,29.0
F92,INDORES07DEL01,22.832634,75.996959,19.0
3E+44,MUMRES11DEL01,19.004237,72.835553,24.0
DDE0,BHPRES17DEL03,23.248998,77.403573,30.0
929A,MYSRES01DEL03,12.371072,76.714878,23.0
1DCB,COIMBRES17DEL01,11.136117,77.054652,25.0
AE1C,HYDRES13DEL03,17.521477,78.49035,40.0
4725,RANCHIRES02DEL02,0.05,0.05,25.0
1266,MYSRES13DEL01,12.420972,76.769264,28.0
45EE,JAPRES04DEL02,26.982328,75.874257,27.0
9D84,COIMBRES08DEL01,11.041852,77.016268,27.0
3D7E,HYDRES14DEL03,17.456228,78.437495,14.0
AF2F,CHENRES01DEL02,13.085801,80.330744,27.0
8DE0,RANCHIRES08DEL03,23.383783,85.356967,28.0
74C3,RANCHIRES04DEL01,23.369033,85.335347,28.0
1360,SURRES01DEL03,21.246438,72.854115,31.0
74D6,CHENRES16DEL01,13.159645,80.352268,22.0
D80C,BHPRES04DEL02,23.264992,77.497227,28.0
7D2C,JAPRES19DEL03,27.053726,75.89282,17.0
6169,SURRES03DEL02,21.316884,72.923616,30.0
8D3E,BANGRES03DEL01,12.989166,77.650709,17.0
D54E,GOARES15DEL01,15.52315,73.79346,10.0
78B9,BANGRES16DEL02,13.079198,77.620997,19.0
9C79,CHENRES09DEL02,13.174694,80.39147,47.0
D905,AGRRES02DEL02,0.13,0.13,15.0
B7C3,JAPRES010DEL03,27.061411,75.933604,30.0
5F70,INDORES010DEL01,22.82004,75.972847,20.0
C04C,AURGRES04DEL02,19.926106,75.390775,16.0
2441,SURRES13DEL01,21.240096,72.859122,34.0
BD9C,VADRES01DEL03,22.367898,73.227788,16.0
908D,VADRES18DEL03,0.06,0.06,34.0
58A5,INDORES010DEL03,22.78004,75.932847,28.0
8.1E+08,JAPRES04DEL02,26.922328,75.814257,29.0
9B57,COIMBRES05DEL02,11.102169,77.079594,48.0
993A,RANCHIRES18DEL02,23.481489,85.454253,19.0
AF6A,INDORES16DEL01,22.814648,75.964377,34.0
369A,JAPRES13DEL03,26.986156,75.9423,41.0
A60B,MYSRES20DEL02,12.467978,76.746792,23.0
B495,BANGRES08DEL03,12.936229,77.626791,31.0
4C0C,COIMBRES01DEL01,11.056298,77.012076,15.0
7F0D,BANGRES01DEL03,12.963284,77.645428,13.0
95F,JAPRES03DEL02,26.963483,75.853139,21.0
AF52,MUMRES02DEL01,19.231315,72.872381,31.0
1DC0,INDORES12DEL01,22.78806,75.9334,21.0
B7CD,CHENRES02DEL03,13.146439,80.280672,33.0
275B,SURRES20DEL02,21.28276,72.908059,20.0
6E1F,MUMRES08DEL03,19.095838,72.862658,30.0
1E1D,SURRES17DEL01,21.259569,72.882697,26.0
2843,PUNERES010DEL01,18.549299,73.907902,28.0
6603,CHENRES14DEL03,13.056279,80.204568,26.0
972C,JAPRES17DEL01,27.002312,75.916896,42.0
C664,KOLRES17DEL03,22.599358,88.463452,28.0
AFC8,MUMRES19DEL01,19.14114,72.823074,29.0
1F7C,COIMBRES06DEL03,11.051278,77.025017,32.0
5A0D,JAPRES11DEL02,26.92294,75.813007,17.0
D66,SURRES06DEL02,21.205047,72.82859,18.0
C684,BHPRES04DEL01,23.294992,77.527227,25.0
58A,COIMBRES09DEL01,11.048638,77.024311,29.0
3FDC,VADRES02DEL01,0.07,0.07,10.0
E0EF,KNPRES04DEL01,26.481529,80.323458,23.0
BFA5,GOARES01DEL01,15.586683,73.76575,23.0
39A4,MUMRES08DEL02,19.195838,72.962658,43.0
7634,MUMRES04DEL01,19.294567,72.888923,32.0
B258,HYDRES01DEL01,17.450371,78.477225,38.0
B806,VADRES01DEL01,22.317898,73.177788,22.0
DA80,AURGRES17DEL03,19.906994,75.402353,27.0
CC2B,KNPRES17DEL01,26.523042,80.357833,28.0
DC55,DEHRES010DEL02,30.408174,78.129117,37.0
B4D8,VADRES010DEL03,22.400329,73.259083,45.0
88BA,BANGRES09DEL01,12.974179,77.655797,27.0
3721,MUMRES15DEL01,19.246269,72.906721,38.0
9C2D,PUNERES18DEL01,18.603481,73.795901,20.0
1540,BANGRES07DEL02,12.998453,77.663685,22.0
772B,RANCHIRES06DEL03,23.447804,85.415146,31.0
D2D7,KOCRES12DEL01,10.028483,76.335211,34.0
57AB,INDORES18DEL03,22.813838,75.957429,25.0
4A1F,JAPRES08DEL01,26.950262,75.823013,30.0
DA99,KOLRES18DEL03,22.629367,88.493187,23.0
8D13,RANCHIRES15DEL01,23.379746,85.34982,22.0
CD10,BHPRES06DEL01,23.302357,77.499989,14.0
6BF2,HYDRES05DEL01,17.543809,78.496744,27.0
6567,JAPRES02DEL02,27.044142,75.935704,20.0
2BC1,PUNERES05DEL01,18.653626,74.015101,20.0
80C0,CHENRES17DEL03,13.105479,80.29311,26.0
4C7A,SURRES06DEL03,21.275047,72.89859,18.0
9E4F,HYDRES010DEL01,17.538294,78.514423,28.0
